Gene Symbol,pTS
HNF1A,0.78872
TUBB6,0.56672
MYBPC2,0.78847
WNK2,0.4015
SEC31A,0.72671
PIK3R5,0.78833
GJC1,0.61944
MAP2K5,0.78813
ETV3,0.78811
GRAMD1A,0.78786
ZNF606,0.78775
TMX2,0.78765
CENPT,0.78763
CCDC80,0.42231
PNMAL2,0.7875
RNF208,0.7874
PPM1N,0.78738
LCOR,0.59735
CHIC2,0.76889
EXOC6,0.7871
CFLAR,0.48684
RPLP1,0.13758
EXOSC4,0.78702
EDN1,0.14288
SEH1L,0.78685
UBFD1,0.70055
PRPF38B,0.58802
INTS9,0.67532
CRHR1,0.78648
PTPN13,0.78639
PIEZO1,0.78623
TRIM67,0.78621
HID1,0.78601
SNRPG,0.78594
PSMB6,0.78586
ARHGDIA,0.7857
TTC36,0.78564
SULF1,0.69363
SPSB3,0.78559
ZBTB8A,0.78558
WRN,0.26699
SPHKAP,0.27948
GPR162,0.78539
GOT2,0.78519
ZNF274,0.78508
SPATA13,0.7849
ZNF106,0.78483
CASP3,0.7848
PIP4K2C,0.78467
POMGNT1,0.7844
FSD1L,0.5008
TMF1,0.35889
EPS15,0.67364
BMP7,0.72473
RNF219,0.15081
TUFT1,0.78402
CD22,0.78396
ALG5,0.6479
NOS1AP,0.78384
B3GNT5,0.36498
CXADR,0.23076
PAK1IP1,0.70729
GFPT2,0.78348
TPM4,0.78331
APAF1,0.72305
DNER,0.32717
CHEK1,0.78314
DENND2C,0.78314
GPBP1,0.27774
GPCPD1,0.67868
SCRT2,0.78277
ANKRA2,0.78273
LHX6,0.78258
DNAJC5,0.78231
TMEM170B,0.67827
CPSF3L,0.78227
PPARGC1B,0.5542
ZNF581,0.78208
MFN1,0.66755
COLGALT1,0.78201
FZD3,0.78196
SLC31A1,0.78186
TGFBR3,0.39291
CCNF,0.78169
GPR107,0.78167
USP16,0.5607
EIF3H,0.47473
TLE2,0.78138
SLC25A44,0.78135
TMED9,0.78134
ZNF483,0.3714
PTPN23,0.6888
SYT11,0.78127
BUD31,0.78126
PDDC1,0.78126
PDHB,0.78118
GAREML,0.78105
TDRD3,0.37956
RBP4,0.48779
TFCP2L1,0.44612
GGPS1,0.46044
RPS21,0.78058
ARHGEF18,0.78052
NDUFA4,0.09269
DUSP8,0.78037
QARS,0.78011
KIAA0247,0.78011
S100A9,0.7801
UNC119B,0.67769
VEZT,0.68487
TMTC1,0.3707
ATM,0.68292
S100A8,0.77942
TIMELESS,0.77935
BICD1,0.77925
GPER1,0.77919
BUB1B,0.77916
NADK2,0.69613
DAPP1,0.77891
HMGA2,0.52272
MRI1,0.77876
VPS26A,0.77873
LMLN,0.69131
TMEM245,0.63295
TRAK1,0.29375
TSTA3,0.77813
EXOC3L2,0.77809
SLC9A3,0.4485
GHDC,0.77786
YIF1A,0.77786
TMEM185B,0.72797
RPLP2,0.16436
DES,0.77768
B4GALNT4,0.77765
USP43,0.73473
SLC25A1,0.77702
LYL1,0.77688
UBE2E3,0.77685
RALBP1,0.71801
GALNT4,0.473
NPRL2,0.77668
MYO1F,0.77664
GAK,0.77658
MAFB,0.42656
STC2,0.34026
DEK,0.34139
GRIN2C,0.77615
GOLGA7B,0.77612
KLK10,0.77593
DYNC1I2,0.7759
ZNF580,0.77588
ANKRD34A,0.77572
GPR4,0.7757
SORBS1,0.24498
SLC17A9,0.77561
WWC2,0.50894
C9orf3,0.35278
BIRC2,0.26729
SNX3,0.60394
LRRC14,0.77506
SEC23IP,0.49526
APEH,0.77504
XRCC1,0.77499
UBALD1,0.77497
RNF34,0.51543
SYNE2,0.77469
BCAN,0.77447
JAKMIP3,0.73824
SUN1,0.63027
CAMK1G,0.77427
LUZP2,0.03853
MCM3,0.65425
USP20,0.77369
NR1D2,0.45076
ABHD2,0.76888
PCDHGC5,0.77345
GID4,0.77332
LPAR2,0.7733
ADCY3,0.77299
DDX4,0.59205
UCHL5,0.7729
ATG3,0.77285
LZTS2,0.77282
SKAP2,0.77278
PTPRN,0.77278
EIF2B3,0.77274
LRSAM1,0.77265
CEBPE,0.77245
HIP1R,0.77243
PWWP2B,0.43735
RNF139,0.7018
TP53INP2,0.68431
KSR1,0.77222
INHBB,0.49967
C5,0.4909
RNF4,0.74272
INTS7,0.7719
SLC9A3R2,0.77188
KCNA2,0.77187
REEP3,0.45668
KCNT2,0.77176
TNFRSF8,0.53894
ABCG1,0.77162
KATNAL2,0.77141
NARG2,0.17114
PHYHIPL,0.77123
WNT4,0.64748
LRCH4,0.77107
PAQR6,0.77097
AL118506.1,0.77087
VTN,0.77086
EVA1B,0.77085
MPC2,0.73514
JMJD6,0.67469
C5orf42,0.2957
RAB34,0.77055
TRMT6,0.77055
SLC13A4,0.39356
ITGA2B,0.77043
CHL1,0.13531
NR2C2AP,0.77014
RCHY1,0.77006
PPP1R15A,0.67132
SMC4,0.54015
PPP6R2,0.76986
GNB4,0.76981
SARDH,0.76952
DNAJB2,0.76944
C14orf2,0.26839
OSBPL3,0.5125
MED19,0.7692
HS6ST1,0.76917
LDLRAD4,0.58303
AIFM3,0.76897
NUP54,0.76891
TIMM17A,0.7689
HDAC10,0.76878
OTX2,0.41139
GOLGA3,0.70594
ADAM12,0.62265
SLC45A3,0.76869
TRPT1,0.76862
CSMD1,0.09442
BCL2,0.69592
DDX49,0.76826
NKAIN1,0.76817
SOX7,0.12936
MFSD11,0.76792
PQLC2,0.7678
ST3GAL4,0.76778
C10orf54,0.59765
BRIX1,0.34109
CABLES1,0.4689
MAT2B,0.44983
CD40,0.63606
ALOX12B,0.76737
UBE2F,0.76153
OS9,0.76731
TMX4,0.22157
FBXL2,0.7673
C9orf142,0.767
POLR2D,0.7669
SEP15,0.54323
POLR2I,0.76685
C17orf75,0.76676
SEC61G,0.26783
CCDC12,0.76669
SCYL1,0.76658
TECTA,0.73997
DIRAS2,0.76607
PRKRA,0.76607
LRRC59,0.76602
GABARAPL1,0.76602
NSMCE4A,0.50633
SEL1L3,0.75205
YBX2,0.76587
ATP8A2,0.76586
RPAP1,0.76585
SPNS1,0.7658
PLD3,0.76568
HSPE1-MOB4,0.76553
ADAMTS9,0.25047
TRAPPC5,0.76528
C4BPA,0.7651
COPE,0.76505
SLC7A11,0.25173
SLC2A4RG,0.76491
ARRDC4,0.07469
DHX58,0.76479
SYNGR3,0.76474
PAPLN,0.76474
OSGIN2,0.43102
NET1,0.6032
TMEM106B,0.30943
MYH7,0.76428
SERP1,0.76409
DDX55,0.76404
SHISA6,0.641
AKAP10,0.50056
SLC25A27,0.76371
CTLA4,0.50098
BTBD7,0.37816
PAICS,0.76341
SEC14L1,0.75273
SIAH2,0.76336
SPTSSA,0.29644
GTF2F1,0.76315
PRMT7,0.76314
LMCD1,0.12845
SLA,0.38609
BCL6B,0.76295
EGLN3,0.42601
CCDC47,0.76286
C8orf82,0.76286
PTMA,0.47648
PLEKHA6,0.73291
DHX33,0.76279
SERPINF2,0.76278
SMC1B,0.76272
PPM1B,0.56834
SRRM2,0.38303
CD4,0.76246
KLHL5,0.70741
LSM1,0.7623
PANK1,0.76224
TNK1,0.76223
MAFK,0.76221
TMEM253,0.76221
DLK1,0.26622
WLS,0.33837
SLC6A11,0.76174
C9orf41,0.76161
CPNE4,0.76143
AC104534.3,0.7614
EIF1B,0.39734
TMEM64,0.23435
CTD-2547L24.3,0.76114
CDKAL1,0.53556
ECT2,0.41812
AGPAT4,0.56856
FAM134A,0.76062
GPC6,0.26499
PCSK5,0.69928
MARS2,0.76037
MTMR14,0.76029
ERGIC1,0.49466
NAT8L,0.76004
MAPKAPK5,0.55919
FSTL3,0.7599
GALT,0.75986
YEATS4,0.75974
BABAM1,0.75969
RALYL,0.75958
POLB,0.75956
PIP5K1A,0.75934
FAM76A,0.75926
RGS10,0.46811
ABI3,0.759
DOCK6,0.75882
INPP5E,0.75866
KLHL22,0.62904
YAF2,0.67226
PPWD1,0.75811
NHLRC1,0.75806
GLIS2,0.61897
TIMM50,0.75797
POLR3F,0.75794
SYBU,0.6367
NKG7,0.75782
FEM1B,0.71335
WBSCR22,0.75781
HMGN1,0.18862
TTC39A,0.7577
CEP57,0.52781
ANGEL1,0.75731
BEND5,0.69301
CNNM3,0.75728
OGFRL1,0.51714
AMT,0.75715
STK24,0.67273
PIP4K2A,0.50263
OPLAH,0.75704
NTM,0.35773
DDX19B,0.75701
C1orf233,0.75697
JUNB,0.52701
SHISA9,0.34934
SNX14,0.75684
NRG3,0.09696
UQCRFS1,0.47715
DEAF1,0.75661
DPF3,0.75644
SGPL1,0.75644
OVOL2,0.12873
GALNT7,0.69583
ZFP82,0.75631
TBC1D2B,0.75618
LSM14A,0.75611
RRAD,0.7561
ACOX1,0.75607
SEC13,0.75599
FSIP2,0.34814
TRPM6,0.36233
SEMA4G,0.75589
RAB8B,0.75587
RNF121,0.75568
ZFYVE21,0.75552
CCP110,0.56996
F12,0.75516
ADAM19,0.75511
FKBP5,0.32717
WDR6,0.755
RFC5,0.75493
ILDR2,0.405
IDI1,0.26981
MESDC2,0.18575
FBXL7,0.37073
GRB7,0.75448
RHOBTB1,0.42413
PITHD1,0.75423
ERCC3,0.75407
DNMT3B,0.75373
DARS,0.47399
TMEM205,0.75361
FAR2,0.67369
ANKRD54,0.75325
PCNXL2,0.68645
AVL9,0.40617
INO80B,0.75317
NRCAM,0.72127
VWA5B2,0.75308
BNIP3L,0.48136
C17orf104,0.75273
ATP2A3,0.75267
MXD3,0.75264
NOL10,0.44629
NRL,0.75256
PFKFB3,0.527
VWF,0.36109
SEC61A2,0.75217
TSNAX,0.40023
GOT1,0.75192
HOXB3,0.5973
KIF18A,0.31721
ERRFI1,0.20768
LGI4,0.75116
DMC1,0.75114
SLC13A3,0.75109
RBM15B,0.64677
TRABD2B,0.75098
C1S,0.54285
CLVS1,0.59172
APOA2,0.75065
NUSAP1,0.75062
SKIDA1,0.46032
TMEM39B,0.75053
TAX1BP1,0.70393
DNAJC3,0.6689
SLC35B1,0.75035
MYBPC1,0.39102
STRADA,0.75013
CCDC92,0.3481
TMEM238,0.74984
ACVRL1,0.74981
PPARG,0.5351
TMEM9,0.74952
HPS1,0.74945
SPAG7,0.74944
OXCT1,0.55589
ZNF706,0.64066
MYPOP,0.74922
CDK5RAP2,0.28091
FAM195A,0.74918
SEC63,0.74908
CHST2,0.74915
CAMK2N2,0.74902
RAB3GAP1,0.53321
PIGO,0.74843
NPDC1,0.74829
IGFBP2,0.50059
DVL1,0.74789
CHMP5,0.74765
HESX1,0.74735
TMTC3,0.63252
EMC8,0.66007
ARHGAP20,0.57278
AGFG2,0.7468
KIAA1147,0.74658
UNC13D,0.74638
PRKAR1B,0.74629
POLH,0.74629
RGS19,0.74615
TMEM62,0.74598
CYB561,0.74595
RGP1,0.74581
AKAP2,0.34283
WDR77,0.7456
METAP1D,0.74555
MYLK,0.31546
RNF44,0.74548
MICU1,0.74547
ZNF821,0.74546
DTL,0.65331
MUM1,0.74522
TNNT1,0.74518
GABRA4,0.63453
RGS1,0.23886
SRP9,0.63265
HSD17B6,0.74491
MYL12B,0.74476
HES7,0.74463
TBC1D14,0.69018
ASPHD2,0.74427
AC019171.1,0.74426
C9orf78,0.74422
UBL7,0.74413
KIF20A,0.74409
PIEZO2,0.37406
WDR52,0.74406
ANKRD46,0.6748
REXO2,0.74403
DAPK3,0.744
KLK6,0.744
TOMM22,0.74392
TNKS1BP1,0.74382
TIAM2,0.68007
DCP2,0.51551
ABCB4,0.74362
LPCAT1,0.74351
FAM134C,0.74343
NEBL,0.30158
NDUFAF4,0.16778
GUCY1A2,0.62509
DNAJC17,0.7431
NMT2,0.74306
B4GALNT3,0.25286
KIF16B,0.26464
NHP2L1,0.74275
CYP11A1,0.74266
ITGAL,0.74261
SNRPB,0.74237
CERK,0.74219
ACSL6,0.74209
MFSD4,0.74188
WDR70,0.4449
SLC35F1,0.54448
PHACTR2,0.6801
CACNG2,0.69004
RFC2,0.74167
FKBP10,0.74155
UTP18,0.74153
PSMD7,0.54639
ELMO3,0.74138
SRP14,0.44976
TRIM47,0.74126
CHMP6,0.53743
MRPL24,0.7411
VPS13B,0.63429
CTD-2207O23.3,0.74096
PLK3,0.74094
PAWR,0.25975
NFE2L2,0.58835
CCNDBP1,0.74091
DEGS1,0.3389
GPD1,0.74022
FAS,0.5015
SNAP23,0.42572
BCKDHA,0.7399
SCAMP4,0.73983
PDE5A,0.37465
KCNN1,0.73977
ARL4D,0.73969
CA7,0.73962
CAPN10,0.73948
SDF4,0.73946
MDFI,0.42001
EPB42,0.73919
KCNC4,0.73918
ZDHHC18,0.73908
CARNS1,0.73899
PLD1,0.69726
NLRC5,0.73889
TRPV2,0.73888
PSTPIP1,0.73886
TMOD4,0.73878
GPR108,0.73877
RAB15,0.7386
C14orf166,0.59819
NGEF,0.73837
RARS,0.69852
SLC4A5,0.73802
BHLHE22,0.73792
BCAS1,0.16906
PRSS8,0.73774
CAMK4,0.73772
ORMDL3,0.73766
NAA20,0.73764
NSFL1C,0.73757
CPT1B,0.73752
EBF4,0.73745
OAF,0.73738
CAPN7,0.73725
EHD2,0.73723
LPP,0.12436
EHBP1L1,0.73702
HIF3A,0.73685
FEZF1,0.29513
C17orf49,0.73659
DKK2,0.32563
NPTXR,0.73651
EMC1,0.7365
PCDH20,0.08958
PKN1,0.73633
RAB22A,0.73617
KLHL18,0.73615
MFAP3L,0.20693
CD19,0.51917
TRAPPC11,0.7361
ITGA1,0.55569
FOSL1,0.73595
RFC3,0.09645
FCHSD1,0.7359
SERINC1,0.45698
IMPDH1,0.73582
CNNM4,0.73578
ECE2,0.73567
YPEL1,0.73567
PCMTD1,0.73559
AZI2,0.21543
TMEM9B,0.62437
NFATC1,0.4478
UCHL3,0.28472
DLX6,0.4009
GALK1,0.7351
MAP3K9,0.53992
ABCC4,0.3902
PEX14,0.6457
FAM98B,0.46047
TMEM41B,0.53896
PGAP3,0.73462
GOLGA7,0.5653
IARS,0.73448
ZFP62,0.48511
TDG,0.7343
DPM1,0.73419
STK32C,0.73417
ZNF473,0.7341
MYBPC3,0.73403
ATE1,0.25432
WRNIP1,0.20971
TXNDC16,0.73387
KIAA1324L,0.7338
NYNRIN,0.73367
SRP72,0.73344
DDRGK1,0.73341
MXI1,0.7334
MFSD2A,0.73324
RNF138,0.73322
VCAM1,0.47149
STMN1,0.73299
EIF2B2,0.73291
FAM122A,0.73287
PGAP1,0.57764
IKZF3,0.72716
IKBKAP,0.73248
STON2,0.22852
AEBP1,0.73227
RCN2,0.54694
UCK1,0.73225
GPAM,0.31629
HEATR5B,0.69679
MAPKAPK3,0.73182
ZNF622,0.22559
EEPD1,0.44174
ANKRD13A,0.73155
ZFP14,0.73139
NOL3,0.73138
TADA3,0.73119
SGSM2,0.7311
ADAR,0.73099
GOLGA1,0.73089
TP53,0.73081
CAMK1,0.73075
ITGB7,0.73059
GFRA1,0.25664
SIX1,0.20045
UBA5,0.73038
PARP2,0.7303
SLC13A5,0.73027
GULP1,0.24565
FOXC1,0.25528
PXK,0.64688
SEC24A,0.7299
EYA4,0.65225
PPFIA4,0.72972
RPL36,0.72965
SLCO4A1,0.72962
WDR18,0.72954
RNF207,0.72951
PRKD3,0.54643
TBCCD1,0.72946
FLJ27365,0.72936
GAD1,0.7293
MRFAP1,0.10527
IRF2BPL,0.49459
ZAP70,0.72915
IFT20,0.72909
GMIP,0.72906
ACAA1,0.729
FAM178A,0.72445
C20orf194,0.54362
ALOX5,0.7289
AATK,0.72881
ACTR8,0.72869
ANXA1,0.26736
CGGBP1,0.62791
ACAN,0.46546
GPSM2,0.72788
CALU,0.72784
PODXL,0.28387
SLC4A1,0.72752
PLK4,0.32142
PEX26,0.21485
AP3M1,0.72722
NCAPH2,0.72711
PMM1,0.72692
KCNQ4,0.72675
UTRN,0.58715
DAG1,0.38517
CLTB,0.72647
KRT2,0.7264
FDX1,0.26736
SORCS3,0.43079
DPH2,0.72605
MUS81,0.72605
PRDM6,0.21685
SEC11A,0.62451
SEMA5A,0.30377
ZNF526,0.72566
ALDH5A1,0.72563
GLI1,0.72558
UBE2QL1,0.72553
C1orf27,0.69983
ARHGEF26,0.10194
ZNF583,0.72542
MSMO1,0.67284
RAB13,0.72536
PDSS1,0.72528
TTC37,0.72522
HTRA2,0.7252
GLCCI1,0.31721
KDELR2,0.72502
GREM1,0.72491
RAB4B,0.72491
ARHGEF3,0.72487
EXTL3,0.45957
RAB7L1,0.72481
PANK3,0.5119
ZNHIT1,0.72472
RNASEH2A,0.72469
AKAP8,0.70812
DPP6,0.68271
SGCE,0.7246
DPY30,0.72453
KCTD20,0.72427
CARD10,0.7242
EXOC2,0.5586
LRRC2,0.7241
USP35,0.72393
CCDC18,0.72393
PCSK7,0.72384
GUCD1,0.72375
TARBP1,0.352
ATP9B,0.34946
MOB1A,0.72355
EMC2,0.32336
KCTD11,0.72351
ADAMTS19,0.72322
GIGYF1,0.72315
GDPD1,0.723
RTCB,0.72298
NPC1,0.69047
GFRA3,0.72286
FDX1L,0.72282
ITFG1,0.72274
USP39,0.72256
SIX2,0.19613
TRHDE,0.7225
TNFRSF1B,0.72245
CEP85,0.72238
ASIC4,0.72232
SAMD1,0.72223
ADO,0.54263
IFT172,0.72195
SLMO2,0.58902
BAX,0.72186
FSD1,0.72174
TBC1D23,0.72172
PDE6C,0.72172
FGFRL1,0.7214
TOM1L2,0.72134
NDUFAB1,0.30759
ZFAND6,0.43086
SNF8,0.7212
HAPLN2,0.72109
PLAG1,0.72104
H1F0,0.72087
CORO1A,0.72087
DISP1,0.22997
ETFA,0.6764
TSPAN13,0.52137
DHRS13,0.72056
SVIL,0.26413
RPS29,0.63798
HSD17B4,0.11315
ANKRD9,0.72004
PYCR2,0.71971
OSR1,0.17663
ETFB,0.71936
AP1AR,0.69793
ABTB2,0.60688
ITM2C,0.71877
KIF3B,0.71864
MGAT4B,0.71864
RP11-599B13.6,0.71849
SAMD10,0.71847
TSPAN17,0.71807
HADHA,0.71806
CYB5D1,0.718
FAM188A,0.27461
HSD3B7,0.71768
MEF2B,0.71755
MBOAT7,0.71752
TXNRD1,0.39201
LTA4H,0.71742
USP38,0.32876
RAD9A,0.71738
KDM5B,0.71734
ZW10,0.71721
DDX60,0.52832
SLC6A3,0.54583
NUAK2,0.71686
RPRD1B,0.71679
GTPBP3,0.71679
TPRA1,0.71652
SMYD2,0.49709
TWIST1,0.29329
SOX12,0.67634
ZMYM6,0.71633
CPOX,0.62206
KDM4C,0.14213
MIA3,0.45403
TUBE1,0.71615
RTEL1,0.71605
SARM1,0.716
TEP1,0.71586
EIF4E3,0.28175
ARL5B,0.69571
C19orf33,0.71577
OSBPL1A,0.63764
TUBD1,0.71565
SH2B3,0.71527
HSF1,0.64915
POLE2,0.7152
PPP1R1B,0.71514
TRANK1,0.26228
RPIA,0.35452
CTD-2116N17.1,0.71497
ZNF750,0.32756
ENOSF1,0.1586
SCG3,0.71488
SUCLA2,0.49306
MARCH9,0.71475
CIAPIN1,0.71472
RP11-796G6.2,0.71469
ARL3,0.71465
CRYAB,0.71464
FCER1G,0.71461
KRT4,0.71445
LIN37,0.71435
PAPD4,0.71416
GLMN,0.71415
IGF1,0.70306
SUGT1,0.50377
DEF8,0.71395
CASC4,0.71393
MOSPD3,0.71388
LTBP1,0.13404
SNTB1,0.18312
MAN2C1,0.71379
BACE2,0.3244
IL10,0.71367
RABGAP1L,0.71366
SLCO3A1,0.56635
ZMYND10,0.71345
SPRYD4,0.71343
CAB39,0.71317
SETD7,0.63387
SPDEF,0.47782
CTSF,0.71286
HN1,0.71276
ELMOD2,0.50784
KNTC1,0.71242
KCMF1,0.71234
RBM14-RBM4,0.71198
WNT9A,0.42046
RHCG,0.71194
MED31,0.71188
EEF1B2,0.29658
DYNC1I1,0.7118
MYH3,0.50917
KIAA1432,0.5246
ZNF567,0.71123
MYO5C,0.40726
MEGF10,0.32344
PFKP,0.14436
VOPP1,0.24653
USPL1,0.31113
RPL17-C18orf32,0.19148
AHNAK,0.5312
CSRNP3,0.56322
CSGALNACT2,0.6703
ZC3H6,0.66082
SMIM20,0.15474
EXOSC5,0.71054
TXNDC9,0.71053
MCM2,0.71039
TCF21,0.14334
EYA2,0.64828
PIANP,0.71002
NBAS,0.15231
PTPRE,0.70955
IFNGR2,0.33017
TXN,0.70944
ITIH4,0.70926
TIMM13,0.70902
NFYB,0.70619
MCM3AP,0.34328
CARF,0.70876
NPM3,0.70873
ZDHHC6,0.65946
LETM1,0.70864
ELMOD1,0.7086
USP13,0.70857
STRADB,0.70829
NR4A1,0.70829
TMEM59L,0.70811
LIMA1,0.47646
ELAC1,0.39927
RTN4R,0.70788
SUMO3,0.70785
FNTB,0.7078
ACACB,0.32104
CPT1A,0.70779
SLC30A9,0.70778
TBCK,0.70776
SLC17A6,0.26985
POLR2F,0.70772
BIVM,0.64081
TWISTNB,0.17942
SLC26A9,0.70764
PKP2,0.27228
GPATCH1,0.70748
LEPREL4,0.70742
VPS41,0.44256
LUM,0.22377
DOPEY2,0.17409
UHRF1BP1L,0.2269
ABCB6,0.70698
MEX3B,0.36351
KIAA0196,0.70693
FH,0.37306
IL23A,0.70678
MYO7A,0.70662
UBA6,0.7066
SV2B,0.70658
ZNF507,0.23058
NAPRT1,0.7065
TONSL,0.70631
C5orf24,0.44415
CLIP4,0.25597
SLC33A1,0.70599
AK5,0.70586
NDST3,0.63198
BMP5,0.18161
MYH6,0.70559
ZBED4,0.70557
ONECUT2,0.31231
ETNPPL,0.7055
MATK,0.70547
CEP164,0.70532
PLEKHA1,0.32265
GPRC5B,0.70514
SSR2,0.70513
STK3,0.70489
UNC45A,0.70477
VPS53,0.31925
GEMIN5,0.70445
PEAK1,0.4597
FAM32A,0.7043
APCDD1,0.24497
ARHGEF25,0.70407
VRK1,0.59145
DPY19L3,0.70396
COASY,0.70389
LAMA2,0.314
RBBP8,0.25485
G6PC3,0.70349
PHLDB2,0.36876
FUT8,0.70341
NDRG3,0.70341
ISCA1,0.39682
NDUFS8,0.70328
GUCY1B3,0.65931
NUP93,0.70314
TYK2,0.70311
PIBF1,0.33891
ADCY8,0.38205
FOXL2,0.70303
METRNL,0.48732
PRSS22,0.70279
EDIL3,0.44649
PHTF2,0.70251
KLHL1,0.05236
RP11-1167A19.2,0.70247
GPR158,0.38152
DHRS3,0.60921
GALNT10,0.55713
ARL4A,0.34256
MAPK7,0.70228
GJC2,0.70225
TTC39C,0.70225
PRKCQ,0.51685
TBX4,0.3212
BDP1,0.4758
SLC16A9,0.70192
F13A1,0.15914
DUSP22,0.25863
EML4,0.26517
ATP4A,0.70149
TMEM63A,0.70119
BTBD1,0.59425
SRR,0.70103
POLD4,0.70099
DMKN,0.70089
GOLGA5,0.45922
LMX1A,0.30534
C1orf51,0.70052
ZNF304,0.7005
RNF6,0.30911
CENPF,0.20304
LAMTOR3,0.25115
ZBTB26,0.70007
ADAP1,0.70006
CTU1,0.69999
RRBP1,0.69993
NBL1,0.6998
CDK7,0.69962
RASSF5,0.69958
CLP1,0.69958
ACBD3,0.61644
PKLR,0.69942
CMTM6,0.26105
HLX,0.22103
RNF213,0.69921
CIITA,0.35574
ZNF451,0.1554
KCNG1,0.69902
LGMN,0.53306
SLC35C1,0.69888
RABGGTB,0.56503
FBXO30,0.20399
MAL2,0.38384
MFSD10,0.69839
WWP2,0.69836
TFG,0.65902
LIN28B,0.33402
MACROD1,0.69816
PFN2,0.69793
SLC35F3,0.69784
NCK2,0.64399
ITSN2,0.48993
CIRH1A,0.6976
CRIP3,0.69735
BORA,0.40579
CDC20,0.69709
NARS,0.47169
LAPTM4A,0.26724
ZNF202,0.56093
MYD88,0.69668
WIPI1,0.69658
C15orf41,0.21288
FAM175B,0.42072
CRADD,0.12365
SHROOM3,0.34614
XKR4,0.54843
MB21D2,0.25116
SLC16A14,0.69609
ELN,0.55169
NOL9,0.69591
RABL3,0.69567
RFFL,0.69563
ASPH,0.24158
SLC10A7,0.69512
SEMA3C,0.15777
TMEM65,0.69503
RRP12,0.69502
EXOSC10,0.69501
SUPV3L1,0.695
SLC2A4,0.69494
KIAA1549L,0.43957
DLAT,0.59561
EPHA3,0.24095
AMOTL1,0.3491
LAMA4,0.29756
FRMD3,0.29572
ERCC1,0.69449
CASC3,0.65671
ACOT7,0.34845
RUNDC3B,0.69416
ARHGEF19,0.6941
YDJC,0.69401
INVS,0.62964
SH3D19,0.0693
PEBP1,0.68617
DNAJC1,0.38634
SLC25A36,0.39945
ZNF142,0.6936
RNF130,0.69359
LDHD,0.69357
TMEM104,0.69352
ENDOG,0.69339
KLHL28,0.69338
BBS1,0.69332
CPSF2,0.69323
EIF6,0.69321
TCIRG1,0.69307
MAN2A2,0.69299
CKM,0.69299
ASB6,0.69281
NOL12,0.69273
PARP14,0.56269
CORO6,0.69242
TACC1,0.30618
BLM,0.57622
SYNE1,0.49722
ARPC5L,0.69156
SLC46A1,0.69151
KLHDC8A,0.69147
SNIP1,0.51611
PAX3,0.69138
ATL2,0.34609
TMEM101,0.6908
RHEBL1,0.69079
NIPAL3,0.69066
SLC43A2,0.69059
CSTF2T,0.67071
DGKQ,0.69045
TPST2,0.36885
TFIP11,0.69031
HMCN1,0.37675
ZMAT5,0.69026
SYTL1,0.69025
HAPLN4,0.69019
C1QBP,0.69008
ITIH3,0.69007
ACTR10,0.43688
ZNF398,0.35612
PFDN2,0.68999
CHCHD3,0.22439
SLC39A6,0.68985
CNNM1,0.68978
TIE1,0.6897
FAM222A,0.46698
NFRKB,0.54244
CXCR5,0.68947
PPP1R16A,0.68936
PTDSS2,0.68926
OAT,0.32288
ARL2,0.68921
WBP2,0.68907
CEBPG,0.4749
CERS5,0.68905
ZNF91,0.21747
DHX32,0.32351
NDUFV1,0.68901
SLC25A4,0.53838
ATP6V1C1,0.68887
CKS1B,0.68886
DDHD2,0.68877
RPGRIP1L,0.26124
SEZ6L,0.60783
MAB21L1,0.68832
KLK11,0.68822
EBNA1BP2,0.68822
ZFAT,0.11619
GTF2E2,0.4124
FAM84B,0.13578
GUK1,0.68789
RYBP,0.41223
FNDC5,0.68776
FAM78B,0.68767
TK1,0.68764
COL18A1,0.52907
SCARB2,0.68741
FGG,0.68736
BOLA1,0.68726
HSPA2,0.68725
LGALS3BP,0.37759
AIM1L,0.68716
SLC50A1,0.68698
ENO1,0.43613
FABP3,0.68689
GCGR,0.68684
COX6B1,0.68671
KIAA0226,0.43625
NCOA4,0.68643
MPP2,0.68642
PALM,0.31277
TTK,0.43057
ATOH8,0.2798
CD79B,0.50138
BRK1,0.68517
ALG12,0.68514
FHDC1,0.26449
SNRPA,0.68498
ATP11A,0.68494
INHBE,0.68487
STK35,0.46084
SYNJ2,0.64502
KIAA0020,0.0207
SH2B2,0.68446
MCCC1,0.47636
CHCHD10,0.68434
TMEM183A,0.68433
GPC1,0.68427
RNF112,0.68416
RP11-302B13.5,0.68392
SLC52A2,0.68382
MAMDC4,0.68378
LEPROTL1,0.51553
NPC2,0.6833
MVK,0.68328
AHCY,0.68303
SH3BP5,0.62536
EFR3A,0.42979
JUND,0.43751
PAPPA2,0.41451
DAP3,0.68242
RHOBTB3,0.4353
ARFRP1,0.68215
TSSK6,0.6821
TFAM,0.50415
PARN,0.37704
SIRT2,0.68204
ACKR3,0.33656
PPP5D1,0.68188
TLCD1,0.68185
RNPEPL1,0.68154
BTBD9,0.6815
N4BP2L2,0.13025
UQCRC1,0.68124
FOXA2,0.16894
ZC2HC1A,0.48004
KDM1B,0.60428
ASPG,0.68081
GOLM1,0.38633
SHROOM1,0.68077
FAM46C,0.33981
MRPL12,0.6807
RGS17,0.52293
MCM4,0.58577
PLA2G4A,0.68032
TNFSF10,0.25311
CDCA5,0.68004
CRTAM,0.67988
KANK1,0.04884
