Disease	Disease_URI	Relationship	Relationship_URI	Gene	Gene_URI
Transposition of the great arteries	http://purl.obolibrary.org/obo/HP_0001669	gene-disease association	https://semanticscience.org/resource/SIO_000983	DNAH5	http://identifiers.org/hgnc.symbol/DNAH5
Transposition of the great arteries	http://purl.obolibrary.org/obo/HP_0001669	gene-disease association	https://semanticscience.org/resource/SIO_000983	DNAH9	http://identifiers.org/hgnc.symbol/DNAH9
Transposition of the great arteries	http://purl.obolibrary.org/obo/HP_0001669	gene-disease association	https://semanticscience.org/resource/SIO_000983	DNAI1	http://identifiers.org/hgnc.symbol/DNAI1
Transposition of the great arteries	http://purl.obolibrary.org/obo/HP_0001669	gene-disease association	https://semanticscience.org/resource/SIO_000983	DNAI2	http://identifiers.org/hgnc.symbol/DNAI2
Transposition of the great arteries	http://purl.obolibrary.org/obo/HP_0001669	gene-disease association	https://semanticscience.org/resource/SIO_000983	DNAJB13	http://identifiers.org/hgnc.symbol/DNAJB13
Transposition of the great arteries	http://purl.obolibrary.org/obo/HP_0001669	gene-disease association	https://semanticscience.org/resource/SIO_000983	DNAL1	http://identifiers.org/hgnc.symbol/DNAL1
Transposition of the great arteries	http://purl.obolibrary.org/obo/HP_0001669	gene-disease association	https://semanticscience.org/resource/SIO_000983	DRC1	http://identifiers.org/hgnc.symbol/DRC1
Transposition of the great arteries	http://purl.obolibrary.org/obo/HP_0001669	gene-disease association	https://semanticscience.org/resource/SIO_000983	FANCB	http://identifiers.org/hgnc.symbol/FANCB
Transposition of the great arteries	http://purl.obolibrary.org/obo/HP_0001669	gene-disease association	https://semanticscience.org/resource/SIO_000983	FKTN	http://identifiers.org/hgnc.symbol/FKTN
Transposition of the great arteries	http://purl.obolibrary.org/obo/HP_0001669	gene-disease association	https://semanticscience.org/resource/SIO_000983	FOXJ1	http://identifiers.org/hgnc.symbol/FOXJ1
Transposition of the great arteries	http://purl.obolibrary.org/obo/HP_0001669	gene-disease association	https://semanticscience.org/resource/SIO_000983	GAS2L2	http://identifiers.org/hgnc.symbol/GAS2L2
Transposition of the great arteries	http://purl.obolibrary.org/obo/HP_0001669	gene-disease association	https://semanticscience.org/resource/SIO_000983	GAS8	http://identifiers.org/hgnc.symbol/GAS8
Transposition of the great arteries	http://purl.obolibrary.org/obo/HP_0001669	gene-disease association	https://semanticscience.org/resource/SIO_000983	GATA4	http://identifiers.org/hgnc.symbol/GATA4
Transposition of the great arteries	http://purl.obolibrary.org/obo/HP_0001669	gene-disease association	https://semanticscience.org/resource/SIO_000983	GATA6	http://identifiers.org/hgnc.symbol/GATA6
Transposition of the great arteries	http://purl.obolibrary.org/obo/HP_0001669	gene-disease association	https://semanticscience.org/resource/SIO_000983	GDF1	http://identifiers.org/hgnc.symbol/GDF1
Transposition of the great arteries	http://purl.obolibrary.org/obo/HP_0001669	gene-disease association	https://semanticscience.org/resource/SIO_000983	GJA5	http://identifiers.org/hgnc.symbol/GJA5
Transposition of the great arteries	http://purl.obolibrary.org/obo/HP_0001669	gene-disease association	https://semanticscience.org/resource/SIO_000983	GJA8	http://identifiers.org/hgnc.symbol/GJA8
Transposition of the great arteries	http://purl.obolibrary.org/obo/HP_0001669	gene-disease association	https://semanticscience.org/resource/SIO_000983	GPC3	http://identifiers.org/hgnc.symbol/GPC3
Transposition of the great arteries	http://purl.obolibrary.org/obo/HP_0001669	gene-disease association	https://semanticscience.org/resource/SIO_000983	GPC4	http://identifiers.org/hgnc.symbol/GPC4
Transposition of the great arteries	http://purl.obolibrary.org/obo/HP_0001669	gene-disease association	https://semanticscience.org/resource/SIO_000983	HYDIN	http://identifiers.org/hgnc.symbol/HYDIN
Transposition of the great arteries	http://purl.obolibrary.org/obo/HP_0001669	gene-disease association	https://semanticscience.org/resource/SIO_000983	LMNA	http://identifiers.org/hgnc.symbol/LMNA
Transposition of the great arteries	http://purl.obolibrary.org/obo/HP_0001669	gene-disease association	https://semanticscience.org/resource/SIO_000983	LRRC56	http://identifiers.org/hgnc.symbol/LRRC56
Transposition of the great arteries	http://purl.obolibrary.org/obo/HP_0001669	gene-disease association	https://semanticscience.org/resource/SIO_000983	MCIDAS	http://identifiers.org/hgnc.symbol/MCIDAS
Transposition of the great arteries	http://purl.obolibrary.org/obo/HP_0001669	gene-disease association	https://semanticscience.org/resource/SIO_000983	MED13L	http://identifiers.org/hgnc.symbol/MED13L
Transposition of the great arteries	http://purl.obolibrary.org/obo/HP_0001669	gene-disease association	https://semanticscience.org/resource/SIO_000983	MEGF8	http://identifiers.org/hgnc.symbol/MEGF8
Transposition of the great arteries	http://purl.obolibrary.org/obo/HP_0001669	gene-disease association	https://semanticscience.org/resource/SIO_000983	MMP21	http://identifiers.org/hgnc.symbol/MMP21
Transposition of the great arteries	http://purl.obolibrary.org/obo/HP_0001669	gene-disease association	https://semanticscience.org/resource/SIO_000983	NEK10	http://identifiers.org/hgnc.symbol/NEK10
Transposition of the great arteries	http://purl.obolibrary.org/obo/HP_0001669	gene-disease association	https://semanticscience.org/resource/SIO_000983	NKX2-5	http://identifiers.org/hgnc.symbol/NKX2-5
Transposition of the great arteries	http://purl.obolibrary.org/obo/HP_0001669	gene-disease association	https://semanticscience.org/resource/SIO_000983	NKX2-6	http://identifiers.org/hgnc.symbol/NKX2-6
Transposition of the great arteries	http://purl.obolibrary.org/obo/HP_0001669	gene-disease association	https://semanticscience.org/resource/SIO_000983	NME8	http://identifiers.org/hgnc.symbol/NME8
Transposition of the great arteries	http://purl.obolibrary.org/obo/HP_0001669	gene-disease association	https://semanticscience.org/resource/SIO_000983	NODAL	http://identifiers.org/hgnc.symbol/NODAL
Transposition of the great arteries	http://purl.obolibrary.org/obo/HP_0001669	gene-disease association	https://semanticscience.org/resource/SIO_000983	ODAD1	http://identifiers.org/hgnc.symbol/ODAD1
Transposition of the great arteries	http://purl.obolibrary.org/obo/HP_0001669	gene-disease association	https://semanticscience.org/resource/SIO_000983	ODAD2	http://identifiers.org/hgnc.symbol/ODAD2
Transposition of the great arteries	http://purl.obolibrary.org/obo/HP_0001669	gene-disease association	https://semanticscience.org/resource/SIO_000983	ODAD3	http://identifiers.org/hgnc.symbol/ODAD3
Transposition of the great arteries	http://purl.obolibrary.org/obo/HP_0001669	gene-disease association	https://semanticscience.org/resource/SIO_000983	ODAD4	http://identifiers.org/hgnc.symbol/ODAD4
Transposition of the great arteries	http://purl.obolibrary.org/obo/HP_0001669	gene-disease association	https://semanticscience.org/resource/SIO_000983	OFD1	http://identifiers.org/hgnc.symbol/OFD1
Transposition of the great arteries	http://purl.obolibrary.org/obo/HP_0001669	gene-disease association	https://semanticscience.org/resource/SIO_000983	PHGDH	http://identifiers.org/hgnc.symbol/PHGDH
Transposition of the great arteries	http://purl.obolibrary.org/obo/HP_0001669	gene-disease association	https://semanticscience.org/resource/SIO_000983	PIGL	http://identifiers.org/hgnc.symbol/PIGL
Transposition of the great arteries	http://purl.obolibrary.org/obo/HP_0001669	gene-disease association	https://semanticscience.org/resource/SIO_000983	QRICH1	http://identifiers.org/hgnc.symbol/QRICH1
Transposition of the great arteries	http://purl.obolibrary.org/obo/HP_0001669	gene-disease association	https://semanticscience.org/resource/SIO_000983	RAB23	http://identifiers.org/hgnc.symbol/RAB23
Transposition of the great arteries	http://purl.obolibrary.org/obo/HP_0001669	gene-disease association	https://semanticscience.org/resource/SIO_000983	RPGR	http://identifiers.org/hgnc.symbol/RPGR
Transposition of the great arteries	http://purl.obolibrary.org/obo/HP_0001669	gene-disease association	https://semanticscience.org/resource/SIO_000983	RSPH1	http://identifiers.org/hgnc.symbol/RSPH1
Transposition of the great arteries	http://purl.obolibrary.org/obo/HP_0001669	gene-disease association	https://semanticscience.org/resource/SIO_000983	RSPH3	http://identifiers.org/hgnc.symbol/RSPH3
Transposition of the great arteries	http://purl.obolibrary.org/obo/HP_0001669	gene-disease association	https://semanticscience.org/resource/SIO_000983	RSPH4A	http://identifiers.org/hgnc.symbol/RSPH4A
Transposition of the great arteries	http://purl.obolibrary.org/obo/HP_0001669	gene-disease association	https://semanticscience.org/resource/SIO_000983	RSPH9	http://identifiers.org/hgnc.symbol/RSPH9
Transposition of the great arteries	http://purl.obolibrary.org/obo/HP_0001669	gene-disease association	https://semanticscience.org/resource/SIO_000983	SPAG1	http://identifiers.org/hgnc.symbol/SPAG1
Transposition of the great arteries	http://purl.obolibrary.org/obo/HP_0001669	gene-disease association	https://semanticscience.org/resource/SIO_000983	SPEF2	http://identifiers.org/hgnc.symbol/SPEF2
Transposition of the great arteries	http://purl.obolibrary.org/obo/HP_0001669	gene-disease association	https://semanticscience.org/resource/SIO_000983	STK36	http://identifiers.org/hgnc.symbol/STK36
Transposition of the great arteries	http://purl.obolibrary.org/obo/HP_0001669	gene-disease association	https://semanticscience.org/resource/SIO_000983	TBX1	http://identifiers.org/hgnc.symbol/TBX1
Transposition of the great arteries	http://purl.obolibrary.org/obo/HP_0001669	gene-disease association	https://semanticscience.org/resource/SIO_000983	TTC12	http://identifiers.org/hgnc.symbol/TTC12
Transposition of the great arteries	http://purl.obolibrary.org/obo/HP_0001669	gene-disease association	https://semanticscience.org/resource/SIO_000983	WT1	http://identifiers.org/hgnc.symbol/WT1
Transposition of the great arteries	http://purl.obolibrary.org/obo/HP_0001669	gene-disease association	https://semanticscience.org/resource/SIO_000983	ZIC3	http://identifiers.org/hgnc.symbol/ZIC3
Transposition of the great arteries	http://purl.obolibrary.org/obo/HP_0001669	gene-disease association	https://semanticscience.org/resource/SIO_000983	ZMPSTE24	http://identifiers.org/hgnc.symbol/ZMPSTE24
Transposition of the great arteries	http://purl.obolibrary.org/obo/HP_0001669	gene-disease association	https://semanticscience.org/resource/SIO_000983	ZMYND10	http://identifiers.org/hgnc.symbol/ZMYND10
Transposition of the great arteries	http://purl.obolibrary.org/obo/HP_0001669	gene-disease association	https://semanticscience.org/resource/SIO_000983	ZNF462	http://identifiers.org/hgnc.symbol/ZNF462
Abnormal aortic morphology	http://purl.obolibrary.org/obo/HP_0001679	gene-disease association	https://semanticscience.org/resource/SIO_000983	ABCC6	http://identifiers.org/hgnc.symbol/ABCC6
Abnormal aortic morphology	http://purl.obolibrary.org/obo/HP_0001679	gene-disease association	https://semanticscience.org/resource/SIO_000983	ABCD4	http://identifiers.org/hgnc.symbol/ABCD4
Abnormal aortic morphology	http://purl.obolibrary.org/obo/HP_0001679	gene-disease association	https://semanticscience.org/resource/SIO_000983	ABCG5	http://identifiers.org/hgnc.symbol/ABCG5
Abnormal aortic morphology	http://purl.obolibrary.org/obo/HP_0001679	gene-disease association	https://semanticscience.org/resource/SIO_000983	ABCG8	http://identifiers.org/hgnc.symbol/ABCG8
Abnormal aortic morphology	http://purl.obolibrary.org/obo/HP_0001679	gene-disease association	https://semanticscience.org/resource/SIO_000983	ABL1	http://identifiers.org/hgnc.symbol/ABL1
Abnormal aortic morphology	http://purl.obolibrary.org/obo/HP_0001679	gene-disease association	https://semanticscience.org/resource/SIO_000983	ACTA2	http://identifiers.org/hgnc.symbol/ACTA2
Abnormal aortic morphology	http://purl.obolibrary.org/obo/HP_0001679	gene-disease association	https://semanticscience.org/resource/SIO_000983	ACTL6B	http://identifiers.org/hgnc.symbol/ACTL6B
Abnormal aortic morphology	http://purl.obolibrary.org/obo/HP_0001679	gene-disease association	https://semanticscience.org/resource/SIO_000983	ACVR2B	http://identifiers.org/hgnc.symbol/ACVR2B
Abnormal aortic morphology	http://purl.obolibrary.org/obo/HP_0001679	gene-disease association	https://semanticscience.org/resource/SIO_000983	ADA2	http://identifiers.org/hgnc.symbol/ADA2
Abnormal aortic morphology	http://purl.obolibrary.org/obo/HP_0001679	gene-disease association	https://semanticscience.org/resource/SIO_000983	ADAR	http://identifiers.org/hgnc.symbol/ADAR
Abnormal aortic morphology	http://purl.obolibrary.org/obo/HP_0001679	gene-disease association	https://semanticscience.org/resource/SIO_000983	ADK	http://identifiers.org/hgnc.symbol/ADK
Abnormal aortic morphology	http://purl.obolibrary.org/obo/HP_0001679	gene-disease association	https://semanticscience.org/resource/SIO_000983	AEBP1	http://identifiers.org/hgnc.symbol/AEBP1
Abnormal aortic morphology	http://purl.obolibrary.org/obo/HP_0001679	gene-disease association	https://semanticscience.org/resource/SIO_000983	AFF4	http://identifiers.org/hgnc.symbol/AFF4
Abnormal aortic morphology	http://purl.obolibrary.org/obo/HP_0001679	gene-disease association	https://semanticscience.org/resource/SIO_000983	ALDH18A1	http://identifiers.org/hgnc.symbol/ALDH18A1
Abnormal aortic morphology	http://purl.obolibrary.org/obo/HP_0001679	gene-disease association	https://semanticscience.org/resource/SIO_000983	ALG9	http://identifiers.org/hgnc.symbol/ALG9
Abnormal aortic morphology	http://purl.obolibrary.org/obo/HP_0001679	gene-disease association	https://semanticscience.org/resource/SIO_000983	AMER1	http://identifiers.org/hgnc.symbol/AMER1
Abnormal aortic morphology	http://purl.obolibrary.org/obo/HP_0001679	gene-disease association	https://semanticscience.org/resource/SIO_000983	APC2	http://identifiers.org/hgnc.symbol/APC2
Abnormal aortic morphology	http://purl.obolibrary.org/obo/HP_0001679	gene-disease association	https://semanticscience.org/resource/SIO_000983	APOB	http://identifiers.org/hgnc.symbol/APOB
Abnormal aortic morphology	http://purl.obolibrary.org/obo/HP_0001679	gene-disease association	https://semanticscience.org/resource/SIO_000983	APOE	http://identifiers.org/hgnc.symbol/APOE
Abnormal aortic morphology	http://purl.obolibrary.org/obo/HP_0001679	gene-disease association	https://semanticscience.org/resource/SIO_000983	ARF1	http://identifiers.org/hgnc.symbol/ARF1
Abnormal aortic morphology	http://purl.obolibrary.org/obo/HP_0001679	gene-disease association	https://semanticscience.org/resource/SIO_000983	ARFGEF2	http://identifiers.org/hgnc.symbol/ARFGEF2
Abnormal aortic morphology	http://purl.obolibrary.org/obo/HP_0001679	gene-disease association	https://semanticscience.org/resource/SIO_000983	B3GALT6	http://identifiers.org/hgnc.symbol/B3GALT6
Abnormal aortic morphology	http://purl.obolibrary.org/obo/HP_0001679	gene-disease association	https://semanticscience.org/resource/SIO_000983	B3GAT3	http://identifiers.org/hgnc.symbol/B3GAT3
Abnormal aortic morphology	http://purl.obolibrary.org/obo/HP_0001679	gene-disease association	https://semanticscience.org/resource/SIO_000983	BCOR	http://identifiers.org/hgnc.symbol/BCOR
Abnormal aortic morphology	http://purl.obolibrary.org/obo/HP_0001679	gene-disease association	https://semanticscience.org/resource/SIO_000983	BCORL1	http://identifiers.org/hgnc.symbol/BCORL1
Abnormal aortic morphology	http://purl.obolibrary.org/obo/HP_0001679	gene-disease association	https://semanticscience.org/resource/SIO_000983	BCR	http://identifiers.org/hgnc.symbol/BCR
Abnormal aortic morphology	http://purl.obolibrary.org/obo/HP_0001679	gene-disease association	https://semanticscience.org/resource/SIO_000983	BGN	http://identifiers.org/hgnc.symbol/BGN
Abnormal aortic morphology	http://purl.obolibrary.org/obo/HP_0001679	gene-disease association	https://semanticscience.org/resource/SIO_000983	BICC1	http://identifiers.org/hgnc.symbol/BICC1
Abnormal aortic morphology	http://purl.obolibrary.org/obo/HP_0001679	gene-disease association	https://semanticscience.org/resource/SIO_000983	BPTF	http://identifiers.org/hgnc.symbol/BPTF
