gene_short_name,CNS_assoc_HPOs,CNS_HP_Count,pvalue_CNS_more,pvalue_CNS_less,DownGeneDrugs,UpGeneDrugs
CEP63,"HP:0001273, HP:0002011, HP:0002060, HP:0002118, HP:0002500, HP:0002538, HP:0002977, HP:0006872, HP:0007333, HP:0007364, HP:0007370, HP:0012443, HP:0012639, HP:0012759, HP:0100547",15,0.001483266,,,
CEP68,,,0.005319659,,,
CEP72,,,,1.08877E-06,,
CEP78,,,0.016018807,,,
CEP97,,,0.004119195,,,
CERCAM,,,,0.000230039,,
CERS1,HP:0012759,1,5.75507E-05,,,
CERS2,,,,0.000140739,,
CERS5,,,0.01602592,,,
CERS6,,,0.001216073,,,
CES1,,,,0.000204806,,"ethionamide, naproxen, procarbazine, quercetin, sertaconazole"
CETN2,,,,0.000563063,,mestinon
CETN3,,,,1.56148E-08,,
CETP,,,,2.39702E-05,,
CFB,"HP:0002011, HP:0012639",2,,2.05092E-08,,"isoreserpine, isosorbide, menadione, metrifonate, terbutaline"
CFD,,,,2.23013E-05,,"androstenedione, BRD-A66861218, caffeine, chlorpromazine, cortisol, dexketoprofen, ethionamide, ketoprofen, levodopa, mifepristone, ritodrine, tolmetin, tretinoin"
CFDP1,,,,0.000251053,,heliotrine
CFH,"HP:0002011, HP:0012443, HP:0012639, HP:0100659",4,,8.65901E-07,,"ethionamide, ethosuximide, ethotoin, isoreserpine, mefenamic-acid, mifepristone, terbutaline, tolfenamic-acid"
CFHR1,,,,2.46254E-06,,
CFHR2,,,,6.54489E-09,,
CFHR3,,,,2.49132E-07,,
CFI,"HP:0002011, HP:0012443, HP:0012639, HP:0100659",4,,1.59988E-09,,"chloramphenicol, isosorbide, mestinon, zonisamide"
CFL2,"HP:0012639, HP:0012759",2,,9.89674E-07,,
CFP,,,,3.14099E-05,,
CGA,,,,2.7033E-08,,"azacitidine, dimethadione, teniposide, tolmetin"
CGB1,,,,4.52966E-06,,
CGN,,,,0.000203999,,
CGREF1,,,6.38798E-05,,,
CHAF1A,,,,3.0896E-05,,
CHAF1B,,,,6.31902E-05,,
CHCHD1,,,,0.000333779,,
CHCHD10,"HP:0002011, HP:0002059, HP:0002060, HP:0002062, HP:0002120, HP:0002180, HP:0002283, HP:0002314, HP:0002492, HP:0002538, HP:0002977, HP:0007367, HP:0007369, HP:0007372, HP:0012443, HP:0012444, HP:0012639, HP:0012757, HP:0012759, HP:0100547, HP:0100705",21,,2.08607E-05,,
CHCHD2,,,,5.26172E-05,,
CHCHD3,,,0.040035473,,,
CHCHD4,,,,1.65943E-09,,
CHCHD5,,,,2.50856E-09,,
CHCHD6,,,9.5534E-05,,,
CHCHD7,,,,0.000660256,,
CHD2,"HP:0002011, HP:0002060, HP:0002363, HP:0002977, HP:0006919, HP:0007364, HP:0012443, HP:0012639, HP:0012759, HP:0100547",10,,0.000560495,,
CHD4,"HP:0001317, HP:0002011, HP:0002118, HP:0011282, HP:0011283, HP:0012443, HP:0012639, HP:0012759",8,,3.60801E-07,,
CHD5,,,8.01262E-05,,,
CHD7,"HP:0001317, HP:0001320, HP:0001321, HP:0002011, HP:0002060, HP:0002118, HP:0002334, HP:0002977, HP:0006817, HP:0006919, HP:0007360, HP:0007364, HP:0010662, HP:0010950, HP:0011282, HP:0011283, HP:0012443, HP:0012503, HP:0012639, HP:0012759, HP:0100547",21,0.007404653,,teniposide,
CHD9,,,0.006224053,,,
CHEK2,"HP:0002011, HP:0002118, HP:0007376, HP:0012443, HP:0012639, HP:0100705, HP:0100707",7,,0.000345334,,"dacarbazine, ethosuximide, levisoprenaline, nifedipine"
CHERP,,,,1.86876E-06,,
CHGA,,,0.0424179,,,
CHGB,,,0.000115393,,"alpha-estradiol, busulfan, methimazole, valproic-acid",
CHI3L2,,,,5.76719E-10,,"estradiol, imipramine, resveratrol, vincristine"
CHIA,,,,2.10756E-05,,
CHIC1,,,4.47363E-08,,,
CHID1,,,,5.99761E-17,,
CHKA,,,0.011195613,,,
CHKB,"HP:0002011, HP:0002060, HP:0002977, HP:0007364, HP:0012443, HP:0012639, HP:0012759, HP:0100547",8,,1.54313E-05,,
CHL1,,,2.83113E-11,,"androstenedione, depomedrol",
CHMP1A,"HP:0001273, HP:0001317, HP:0001321, HP:0002011, HP:0002060, HP:0002079, HP:0002363, HP:0002365, HP:0002500, HP:0002977, HP:0007360, HP:0007362, HP:0007364, HP:0007370, HP:0011282, HP:0011283, HP:0012443, HP:0012639, HP:0012759, HP:0100547",20,,4.93546E-07,,
CHMP1B,,,,6.42593E-07,,
CHMP2A,,,,2.20585E-06,,
CHMP3,,,,0.000141254,,
CHMP4A,,,,1.9915E-11,,"dexketoprofen, estradiol-benzoate, exemestane, lynestrenol"
CHMP4C,,,,1.37878E-15,,
CHMP6,,,,0.000145417,,"dacarbazine, nicotine, tretinoin"
CHN1,"HP:0002011, HP:0002060, HP:0002143, HP:0002414, HP:0002977, HP:0007364, HP:0010301, HP:0012443, HP:0012639, HP:0012759, HP:0100547, HP:0410043",12,0.00032826,,"domperidone, methyldopa, teniposide",
CHN2,,,0.005125972,,"betamethasone, lamotrigine, valproic-acid",
CHP1,"HP:0001272, HP:0001317, HP:0002011, HP:0002334, HP:0006855, HP:0011282, HP:0011283, HP:0012443, HP:0012639",9,,4.01643E-06,,valproic-acid
CHP2,,,,3.59212E-07,,
CHPF2,,,,0.000152582,,
CHPT1,,,0.03900189,,"azacitidine, zidovudine",
CHRAC1,,,,5.57824E-06,,
CHRDL2,,,,0.000161882,,
CHRFAM7A,,,,0.00025874,,
CHRM3,,,0.04676363,,,
CHRNA1,"HP:0012639, HP:0012759",2,,3.05552E-09,,
CHRNA4,HP:0012759,1,0.000574033,,,
CHRNA9,,,,7.74766E-09,,misoprostol
CHRNB2,HP:0012759,1,3.10632E-05,,,
CHRNB4,,,,2.12756E-05,,
CHRND,"HP:0012639, HP:0012759",2,,0.000250303,,
CHRNE,"HP:0012639, HP:0012759",2,,0.000316627,,
CHRNG,"HP:0002011, HP:0002060, HP:0002143, HP:0002414, HP:0002977, HP:0007364, HP:0010301, HP:0012443, HP:0012639, HP:0100547, HP:0410043",11,,1.5498E-05,,
CHST1,,,0.049144635,,,
CHST10,,,0.008727853,,,
CHST11,,,0.005899106,,,
CHST13,,,,9.89932E-06,,
CHST4,,,,3.7126E-05,,
CHST8,,,0.019716922,,,
CHSY3,,,6.7762E-05,,,
CHTF18,,,,6.96669E-09,,
CHTF8,,,,0.00060856,,
CHTOP,,,,2.40387E-06,,
CHURC1,,,,0.000265783,,
CIB1,,,,2.37126E-07,,
CIB3,,,,7.61337E-05,,
CIB4,,,,1.01289E-05,,
CIDEB,,,,4.80551E-08,,
CIDEC,,,,2.61681E-05,,
CIITA,"HP:0002011, HP:0012639",2,,7.95496E-12,,
CILP,,,,0.000281803,,"BRD-A66861218, thiotepa"
CILP2,,,,9.12803E-05,,
CIR1,,,,1.07578E-06,,
CIRBP,,,,9.24229E-12,,
CISD3,,,,1.79203E-06,,
CISH,,,,2.8885E-05,,
CITED2,"HP:0002011, HP:0012443, HP:0012639, HP:0100659",4,,0.000197625,,"dexketoprofen, levodopa, trimethadione, TTNPB"
CITED4,,,,0.000414347,,
CKAP2L,"HP:0001272, HP:0001317, HP:0002011, HP:0002060, HP:0002977, HP:0007364, HP:0011282, HP:0011283, HP:0012443, HP:0012639, HP:0012759, HP:0100547",12,,0.000748025,,
CKAP4,,,,0.000474422,,isotretinoin
CKB,,,0.01509638,,"indometacin, isoxsuprine, ketoprofen, propylthiouracil, resveratrol, sparfloxacin, tolbutamide, vidarabine",
CKM,,,,1.3434E-09,,
CKS1B,,,,2.54706E-09,,
CKS2,,,,6.14688E-08,,"chlorcyclizine, corynanthine"
CLASP1,,,2.03824E-09,,,
CLASP2,,,5.29233E-09,,,
CLC,,,,4.42498E-06,,"acetazolamide, alitretinoin, cyclopamine, idoxuridine, metronidazole"
CLCA1,,,,1.19765E-07,,daunorubicin
CLCA2,,,,2.10207E-06,,"caffeine, fluorouracil, hydrocortisone"
CLCA4,,,,3.35082E-05,,"beclometasone, diflorasone, estradiol-benzoate, lithocholic-acid"
CLCF1,HP:0012639,1,,3.03462E-08,,
CLCN1,,,,0.000848451,,
CLCN3,"HP:0001273, HP:0001317, HP:0001321, HP:0002011, HP:0002059, HP:0002060, HP:0002118, HP:0002120, HP:0002363, HP:0002500, HP:0002538, HP:0002977, HP:0006913, HP:0006919, HP:0007343, HP:0007360, HP:0007361, HP:0007364, HP:0007367, HP:0007369, HP:0007370, HP:0011282, HP:0011283, HP:0011931, HP:0011932, HP:0012110, HP:0012443, HP:0012444, HP:0012639, HP:0012759, HP:0025100, HP:0025517, HP:0030047, HP:0100321, HP:0100547, HP:0100659",36,0.005249262,,prednisolone,
CLCN4,"HP:0001273, HP:0002011, HP:0002059, HP:0002060, HP:0002079, HP:0002118, HP:0002120, HP:0002500, HP:0002518, HP:0002538, HP:0002977, HP:0006919, HP:0007364, HP:0007367, HP:0007369, HP:0007370, HP:0012443, HP:0012444, HP:0012639, HP:0012703, HP:0012759, HP:0100547",22,5.79552E-05,,,
CLCN6,HP:0012759,1,0.018438161,,,
CLCNKA,HP:0012759,1,,5.54165E-07,,
CLCNKB,"HP:0002011, HP:0002060, HP:0012443, HP:0012639, HP:0012759, HP:0100547",6,,4.74726E-10,,
CLDN1,,,,2.32751E-08,,
CLDN14,,,,5.30477E-08,,
CLDN15,,,,5.3747E-13,,
CLDN18,,,,1.29135E-09,,
CLDN19,,,,2.26752E-09,,
CLDN2,,,,4.35312E-07,,
CLDN22,,,,0.000204721,,
CLDN3,,,,1.4714E-09,,metronidazole
CLDN4,,,,7.66185E-06,,doxorubicin
CLDN6,,,,2.62287E-07,,
CLDN7,,,,7.67735E-07,,
CLDN9,,,,3.391E-08,,
CLDND2,,,,5.8986E-09,,
CLEC10A,,,,3.66419E-12,,
CLEC11A,,,,0.000184313,,"lithocholic-acid, tolfenamic-acid, trimethadione, TTNPB"
CLEC17A,,,,7.47658E-07,,
CLEC1A,,,,0.000214413,,
CLEC1B,,,,0.000130094,,
CLEC2A,,,0.005904089,,,
CLEC2B,,,,6.9548E-05,,"AM-580, caffeine, cycloheximide, diphenhydramine, esmolol, nifedipine, tolbutamide, vincristine"
CLEC2L,,,0.009327955,,,
CLEC3A,,,,3.23157E-06,,
CLEC4C,,,,1.70872E-07,,
CLEC4E,,,,0.000144652,,
CLEC4F,,,,1.40373E-07,,
CLEC4M,,,,2.84953E-12,,
CLEC5A,,,,0.000188535,,epinephrine
CLEC6A,,,,0.0005778,,
CLEC7A,,,,0.000476209,,fluconazole
CLEC9A,,,,1.3285E-07,,
CLECL1,,,,9.91888E-07,,
CLIC1,,,,6.92932E-05,,
CLIC3,,,,7.86841E-06,,"depomedrol, diethylstilbestrol, ethinyl-estradiol, leflunomide, lonidamine"
CLIC6,,,,1.32978E-13,,
CLINT1,,,,4.03345E-06,,
CLIP1,"HP:0001273, HP:0002011, HP:0002059, HP:0002060, HP:0002079, HP:0002500, HP:0002538, HP:0002539, HP:0002977, HP:0007364, HP:0007367, HP:0007369, HP:0007370, HP:0007375, HP:0012443, HP:0012444, HP:0012639, HP:0012759, HP:0100547",19,0.005187491,,,
CLIP2,"HP:0001317, HP:0002011, HP:0002059, HP:0002060, HP:0002062, HP:0002120, HP:0002143, HP:0002414, HP:0002492, HP:0002538, HP:0002977, HP:0007364, HP:0007367, HP:0007369, HP:0007372, HP:0010301, HP:0010662, HP:0011282, HP:0011283, HP:0012443, HP:0012444, HP:0012639, HP:0012759, HP:0100547, HP:0100659, HP:0410043",26,7.6169E-12,,,
CLIP3,,,1.6825E-07,,,
CLK1,,,,3.72975E-06,,
CLK2,,,,4.03945E-08,,
CLK3,,,,3.71963E-08,,
CLLU1,,,,9.52128E-07,,
CLMP,,,0.020858817,,,
CLN3,"HP:0001317, HP:0002011, HP:0002059, HP:0002060, HP:0002977, HP:0007367, HP:0007369, HP:0011282, HP:0011283, HP:0012443, HP:0012444, HP:0012639, HP:0012759, HP:0100547",14,,7.85606E-05,,
CLN6,"HP:0002011, HP:0002059, HP:0002060, HP:0002977, HP:0007367, HP:0007369, HP:0012443, HP:0012444, HP:0012639, HP:0100547",10,,1.37425E-05,,
CLNK,,,,1.80066E-14,,
CLOCK,,,0.002280272,,,
CLPP,"HP:0002011, HP:0002060, HP:0002977, HP:0007364, HP:0012443, HP:0012639, HP:0100547",7,,1.74135E-05,,
CLPS,,,,4.68565E-34,,
CLPSL1,,,,3.7363E-05,,
CLPSL2,,,,0.000105771,,
CLPTM1L,,,,6.68263E-05,,
CLPX,,,,0.000117794,,"ochratoxin-a, sparfloxacin"
CLRN1,HP:0012759,1,,3.90816E-10,,
CLRN3,,,,1.47065E-07,,
CLSPN,,,,0.000569488,,
CLSTN1,,,0.027222761,,,
CLSTN2,,,8.76566E-05,,,
CLTA,,,,0.000138902,,
CLTB,,,,0.000351951,,"flubendazole, heliotrine, triamcinolone"
CLTCL1,"HP:0002011, HP:0006919, HP:0012639, HP:0012759",4,0.013472857,,,
CLUH,,,,4.99606E-10,,
CLVS1,,,5.54857E-07,,,
CLVS2,,,1.23126E-07,,,
CMBL,,,,1.27921E-05,,
CMPK2,,,,6.63378E-05,,
CMSS1,,,0.000922502,,,
CMTM3,,,,0.000201638,,
CMTM7,,,,0.00086938,,
CMTM8,,,,8.97124E-05,,
CMTR1,,,,1.10351E-08,,
CNBD1,,,,0.000210759,,
CNBP,"HP:0002011, HP:0012443, HP:0012503, HP:0012639",4,,1.08416E-06,,
CNDP1,,,0.046228198,,,
CNFN,,,,8.60928E-07,,
CNGB3,,,,8.91972E-05,,
CNIH1,,,,0.000309157,,
CNIH2,,,3.48226E-11,,,
CNIH3,,,4.62035E-06,,,
CNKSR2,"HP:0001273, HP:0002011, HP:0002059, HP:0002060, HP:0002120, HP:0002500, HP:0002518, HP:0002538, HP:0002977, HP:0007364, HP:0007367, HP:0007369, HP:0012443, HP:0012444, HP:0012639, HP:0012703, HP:0012759, HP:0100547",18,4.5239E-07,,,
CNN1,,,,7.44502E-21,,"albendazole, epinephrine, ethionamide, nifedipine"
CNN2,,,,1.2011E-05,,
CNNM1,,,0.002831575,,,
CNNM2,"HP:0002011, HP:0002060, HP:0002118, HP:0002977, HP:0007364, HP:0012443, HP:0012639, HP:0012759, HP:0100547",9,0.006424448,,,
CNOT11,,,,6.55958E-06,,
CNOT3,"HP:0001273, HP:0002011, HP:0002059, HP:0002060, HP:0002079, HP:0002120, HP:0002500, HP:0002538, HP:0002977, HP:0006913, HP:0007364, HP:0007367, HP:0007369, HP:0007370, HP:0012443, HP:0012444, HP:0012639, HP:0012759, HP:0100547",19,,4.65511E-06,,
CNOT7,,,,0.000938727,,
CNOT8,,,,2.75552E-05,,
CNPPD1,,,,1.2428E-05,,
CNPY1,,,0.000624305,,,
CNPY4,,,,0.000111055,,
CNR1,,,1.36274E-09,,,
CNR2,,,,6.55337E-13,,
CNTD1,,,,0.000346661,,
CNTFR,,,2.79761E-05,,,
CNTLN,,,0.010874986,,,
CNTN1,,,2.98597E-07,,,
CNTN2,HP:0012759,1,3.42265E-08,,,
CNTN3,,,0.001562698,,,
CNTN4,,,0.001347246,,,
CNTN5,,,5.95763E-05,,,
CNTN6,,,0.000622523,,,
CNTNAP2,"HP:0001272, HP:0001317, HP:0002011, HP:0002060, HP:0002334, HP:0002500, HP:0002518, HP:0002538, HP:0002539, HP:0006855, HP:0006919, HP:0011282, HP:0011283, HP:0012443, HP:0012639, HP:0012757, HP:0012759, HP:0032046, HP:0100547",19,1.91755E-06,,,
CNTNAP4,,,9.34767E-06,,,
CNTNAP5,,,2.55075E-06,,,
CNTROB,,,,0.000881605,,
COA3,HP:0012759,1,,1.1733E-06,,
COA4,,,,2.42581E-06,,
COA5,,,,1.24627E-06,,
COA6,,,,6.54219E-05,,
COASY,"HP:0001273, HP:0001317, HP:0001321, HP:0002011, HP:0002060, HP:0002079, HP:0002180, HP:0002339, HP:0002363, HP:0002365, HP:0002453, HP:0002500, HP:0002977, HP:0006872, HP:0007360, HP:0007362, HP:0007364, HP:0007367, HP:0007370, HP:0010662, HP:0010663, HP:0010994, HP:0011282, HP:0011283, HP:0012443, HP:0012639, HP:0012759, HP:0100547",28,,2.80615E-07,,
COCH,HP:0012639,1,0.026176141,,"albendazole, chloramphenicol, cyclophosphamide, diazepam, methotrexate, nicotine, progesterone, zidovudine",
COG2,"HP:0001273, HP:0002011, HP:0002059, HP:0002060, HP:0002079, HP:0002500, HP:0002506, HP:0002977, HP:0007364, HP:0007367, HP:0007369, HP:0007370, HP:0012443, HP:0012444, HP:0012503, HP:0012639, HP:0012759, HP:0100547",18,,0.000160012,,
COG6,"HP:0001272, HP:0001273, HP:0001317, HP:0002011, HP:0002059, HP:0002060, HP:0002079, HP:0002118, HP:0002500, HP:0002538, HP:0002977, HP:0007364, HP:0007367, HP:0007369, HP:0007370, HP:0011282, HP:0011283, HP:0012443, HP:0012444, HP:0012639, HP:0012759, HP:0100547",22,0.016536833,,,
COIL,,,,0.000119313,,
COL10A1,,,,1.77193E-08,,"ethotoin, flurbiprofen"
COL11A1,"HP:0002011, HP:0002060, HP:0010651, HP:0010652, HP:0010653, HP:0012443, HP:0012639, HP:0100547",8,0.044034334,,"aspirin, cortisol, cyproterone, diphenhydramine, phensuximide, thalidomide, tolfenamic-acid, yohimbine",
COL12A1,"HP:0012639, HP:0012759",2,,9.87294E-05,,
COL14A1,"HP:0002011, HP:0012639",2,,5.17152E-13,,"diflunisal, genistein"
COL15A1,,,,4.39583E-07,,"albendazole, etoposide, pyrimethamine, warfarin"
COL16A1,,,,7.38955E-07,,"isoreserpine, metronidazole"
COL17A1,,,,1.39652E-11,,
COL18A1,"HP:0001272, HP:0001317, HP:0002011, HP:0002059, HP:0002060, HP:0002118, HP:0002538, HP:0002977, HP:0007367, HP:0007369, HP:0011282, HP:0011283, HP:0012443, HP:0012444, HP:0012639, HP:0100547",16,,7.11006E-05,,"isosorbide, tretinoin"
COL1A1,"HP:0002011, HP:0009145, HP:0012443, HP:0012639, HP:0012759, HP:0100659",6,,8.15219E-18,,"idoxuridine, mephenytoin, trimethadione"
COL1A2,HP:0012759,1,,9.3988E-07,,"dacarbazine, ketoprofen, parbendazole, sertaconazole, trimethadione"
COL21A1,,,,0.000216509,,
COL2A1,"HP:0002011, HP:0002060, HP:0002143, HP:0002176, HP:0012443, HP:0012639, HP:0012759, HP:0100547",8,,8.87152E-08,,"azacitidine, sulfasalazine"
COL3A1,"HP:0001273, HP:0001317, HP:0001321, HP:0002011, HP:0002060, HP:0002118, HP:0002363, HP:0002365, HP:0002500, HP:0002538, HP:0002977, HP:0007360, HP:0007362, HP:0009145, HP:0011282, HP:0011283, HP:0012443, HP:0012518, HP:0012639, HP:0012703, HP:0012759, HP:0100547, HP:0100659",23,,5.6431E-09,,"albendazole, metronidazole, trimethadione, TTNPB"
COL4A5,,,,0.000123231,,"cyclopamine, flecainide, heliotrine, isoprenaline, ochratoxin-a, phenytoin, tolmetin, vigabatrin"
COL4A6,,,,0.000138691,,"chlorpromazine, ochratoxin-a, phenytoin, vinblastine"
COL5A1,"HP:0002011, HP:0009145, HP:0012443, HP:0012639, HP:0012759, HP:0100659",6,,7.09618E-06,,methotrexate
COL5A2,"HP:0002011, HP:0009145, HP:0012443, HP:0012639, HP:0012759, HP:0100659",6,,0.00081555,,"albendazole, betamethasone, cyclopamine, metronidazole, perphenazine"
COL6A2,"HP:0012639, HP:0012759",2,,7.59053E-06,,"cyclopamine, tretinoin"
COL6A3,"HP:0012639, HP:0012759",2,,1.40545E-08,,sertaconazole
COL6A6,,,,0.000418777,,
COL7A1,,,,4.90989E-05,,
COL8A1,,,,1.45562E-06,,
COL8A2,,,,0.000339807,,
COL9A2,,,0.018177819,,"chlordiazepoxide, cycloheximide, pseudoephedrine",
COLCA1,,,,6.65768E-10,,
COLEC11,"HP:0002011, HP:0002143, HP:0002414, HP:0010301, HP:0012639, HP:0012759, HP:0410043",7,,0.0001447,,reserpine
COLGALT2,,,0.037153524,,,
COMMD3,,,,0.000337489,,
COMMD4,,,,7.07368E-06,,
COMMD5,,,,6.06062E-05,,
COMMD6,,,,4.75873E-08,,
COMMD8,,,,1.22132E-06,,
COMMD9,,,,0.00022481,,
COMP,"HP:0002011, HP:0002143, HP:0002176, HP:0012639",4,,3.66285E-07,,"azacitidine, chlorambucil, ethotoin, ketorolac, metronidazole, procarbazine"
COPE,,,,9.19464E-08,,
COPG1,,,,2.29057E-05,,
COPG2,,,0.028239034,,,
COPRS,,,,2.91303E-05,,
COPS2,,,,0.000306131,,
COPS3,,,,1.45322E-05,,
COPS5,,,,2.2913E-06,,
COPS6,,,,1.20325E-05,,
COPS7A,,,,2.21169E-07,,"chlormadinone, diflorasone, fenoterol, mepireserpate, nimodipine, tolfenamic-acid, vigabatrin"
COPS7B,,,,8.45988E-09,,
COPZ1,,,,7.39008E-08,,
COPZ2,,,,3.01762E-06,,
COQ10A,,,,0.000221703,,
COQ10B,,,,1.35338E-05,,
COQ4,"HP:0001317, HP:0001321, HP:0002011, HP:0002977, HP:0007360, HP:0011282, HP:0011283, HP:0012443, HP:0012639",9,,1.87117E-06,,
COQ5,"HP:0001272, HP:0001317, HP:0002011, HP:0011282, HP:0011283, HP:0012443, HP:0012639, HP:0012759",8,,1.92517E-06,,
COQ6,,,,0.000115451,,
CORO1B,,,,1.095E-05,,
CORO2B,,,0.000145771,,,
CORO6,,,,8.11061E-12,,
CORO7-PAM16,,,,5.76485E-07,,
COX10,"HP:0002011, HP:0010662, HP:0010663, HP:0012443, HP:0012639, HP:0012759, HP:0100547",7,0.016866994,,,
COX14,"HP:0002011, HP:0012639",2,,3.16316E-06,,
COX15,"HP:0002011, HP:0002060, HP:0002977, HP:0007364, HP:0012443, HP:0012639, HP:0012751, HP:0012759, HP:0100547, HP:0100705",10,,5.09943E-09,,
COX16,"HP:0002011, HP:0002060, HP:0002118, HP:0007367, HP:0012443, HP:0012444, HP:0012639, HP:0012703, HP:0100547",9,,2.12404E-05,,
COX17,,,,4.89356E-07,,
COX4I1,"HP:0001272, HP:0001317, HP:0002011, HP:0002059, HP:0002060, HP:0002977, HP:0007367, HP:0007369, HP:0011282, HP:0011283, HP:0012443, HP:0012444, HP:0012639, HP:0012759, HP:0100547",15,,4.95109E-06,,
COX4I2,HP:0012759,1,,1.28973E-07,,
COX5A,,,,3.76725E-05,,
COX5B,,,,6.44082E-07,,
COX6A1P2,,,,1.65449E-07,,
COX6A2,,,,8.27821E-11,,
COX6B1,"HP:0002011, HP:0002118, HP:0012443, HP:0012639",4,,4.06874E-07,,
COX6C,,,,1.84294E-07,,
COX7A1,,,,1.58109E-05,,"cytochalasin-b, esmolol"
COX7A2L,,,,4.44677E-05,,
COX7B,"HP:0001273, HP:0002011, HP:0002060, HP:0002079, HP:0002118, HP:0002500, HP:0002977, HP:0007364, HP:0007370, HP:0007375, HP:0012443, HP:0012639, HP:0012759, HP:0030047, HP:0100547",15,,4.745E-07,,decitabine
COX7B2,,,,0.000167178,,
COX7C,,,,1.27404E-09,,
COX8A,"HP:0002011, HP:0002060, HP:0002118, HP:0002977, HP:0007364, HP:0007367, HP:0012443, HP:0012444, HP:0012639, HP:0012759, HP:0100547",11,,5.21727E-06,,
COX8C,,,,9.54133E-05,,
CP,"HP:0001317, HP:0002011, HP:0002060, HP:0010662, HP:0010663, HP:0010994, HP:0011282, HP:0011283, HP:0012443, HP:0012639, HP:0100321, HP:0100547",12,,5.31073E-09,,"benzo(a)pyrene, dacarbazine, estradiol-benzoate, ethosuximide, fumonisin-b1, menadione, metrifonate, prostaglandin-e1, ritodrine"
CPA1,,,,9.25244E-27,,
CPA2,,,,2.21786E-12,,
CPA3,,,,7.48526E-09,,"beclometasone, flecainide, floxuridine, fluconazole, isoxsuprine, mepireserpate, mestinon, mometasone, valproic-acid"
CPA4,,,,1.23926E-08,,
CPA5,,,,1.3984E-05,,
CPAMD8,,,,9.58402E-07,,
CPB1,,,,8.5605E-09,,"CD-437, etidronic-acid, isosorbide, thiotepa, zonisamide"
CPE,"HP:0002011, HP:0012443, HP:0012503, HP:0012639, HP:0012759",5,6.94633E-08,,"alpha-estradiol, CD-437, cortisol, diflunisal, floxuridine, hexachlorophene, mepireserpate, ribavirin",
CPEB2,,,0.003205384,,,
CPEB3,,,0.019184481,,,
CPEB4,,,0.000696938,,,
CPLX1,"HP:0001272, HP:0001273, HP:0001317, HP:0002011, HP:0002059, HP:0002060, HP:0002118, HP:0002120, HP:0002143, HP:0002500, HP:0002518, HP:0002538, HP:0002977, HP:0007343, HP:0007360, HP:0007364, HP:0007367, HP:0007369, HP:0007370, HP:0007375, HP:0011282, HP:0011283, HP:0012443, HP:0012444, HP:0012639, HP:0012759, HP:0025100, HP:0031938, HP:0100547",29,0.038205364,,,
CPLX2,,,1.73209E-09,,,
CPM,,,,9.79493E-05,,"acyclovir, doxorubicin, estradiol, TTNPB"
CPN1,,,,2.79611E-09,,
CPN2,,,,1.83354E-07,,
CPNE1,,,,3.49071E-06,,
CPNE3,,,,0.00099114,,
CPNE4,,,0.003822574,,,
CPNE5,,,0.024260569,,,
CPNE7,,,0.046697342,,,
CPNE9,,,0.022349209,,,
CPS1,"HP:0002011, HP:0002060, HP:0012443, HP:0012639, HP:0012759, HP:0100547, HP:0100659",7,,2.59701E-10,,"benzo(a)pyrene, dichloroacetic-acid, exemestane, prostaglandin-e1, reserpine, vidarabine"
CPSF1,,,,4.18552E-10,,
CPSF2,,,,0.000267475,,
CPSF3L,,,,0.000268841,,
CPSF7,,,,1.22416E-05,,
CPT1C,"HP:0002011, HP:0002062, HP:0002314, HP:0002492, HP:0007367, HP:0007372, HP:0012639",7,5.92556E-05,,,
CPT2,"HP:0001273, HP:0001317, HP:0001320, HP:0001321, HP:0002011, HP:0002060, HP:0002118, HP:0002334, HP:0002500, HP:0002538, HP:0002977, HP:0006817, HP:0007360, HP:0007364, HP:0007370, HP:0010950, HP:0011282, HP:0011283, HP:0012443, HP:0012639, HP:0100547, HP:0100659",22,,4.18283E-06,,
CPXCR1,,,,0.00011942,,
CPXM1,,,,1.45298E-05,,
CPZ,,,,1.00777E-13,,
CR1,,,,2.67581E-10,,
CR1L,,,,1.7652E-06,,
CR2,"HP:0002011, HP:0012639",2,,1.7273E-10,,
CRABP1,,,,3.60184E-06,,"acetazolamide, aspirin, flurbiprofen, vidarabine, vincristine, zonisamide"
CRABP2,,,,1.24721E-10,,"chlorpromazine, flurbiprofen, methotrexate, phensuximide, solanine, sulfasalazine, tianeptine"
CRB1,"HP:0001317, HP:0002011, HP:0002334, HP:0002977, HP:0006817, HP:0007360, HP:0011282, HP:0011283, HP:0012443, HP:0012639, HP:0012759",11,0.025077435,,,
CRB3,,,,4.08224E-09,,
CREB1,,,0.033710724,,"AM-580, pseudoephedrine",
CREB3L2,,,,4.84097E-05,,pyrimethamine
CREB3L3,,,,2.51405E-07,,
CREB3L4,,,,3.43107E-06,,
CREG2,,,0.001255429,,,
CRHBP,,,,1.05526E-05,,
CRHR1,,,0.004893963,,,
CRIP1,,,,2.53777E-07,,"digoxin, dimethadione, ethionamide, flutamide, idoxuridine, zonisamide"
CRIP3,,,0.031309047,,,
CRIPT,"HP:0002011, HP:0002060, HP:0002977, HP:0007364, HP:0012443, HP:0012639, HP:0012759, HP:0100547",8,,5.14541E-06,,
CRISP1,,,,1.81284E-07,,
CRISP3,,,,7.08071E-07,,"androstenedione, BRD-A66861218, cyclosporin-a, cyproterone, heliotrine, ibuprofen, misoprostol, mometasone, trimethadione, warfarin, zidovudine"
