NAME,SMILES,TARGET_NAME,TARGET_CLASS,ACCESSION,GENE,SWISSPROT,ACT_VALUE,ACT_TYPE,TDL
ethinylestradiol,C[C@]12CC[C@H]3[C@@H](CCC4=C3C=CC(O)=C4)[C@@H]1CC[C@@]2(O)C#C,Glucocorticoid receptor,Nuclear hormone receptor,P04150,NR3C1,GCR_HUMAN,6.109578981,Ki,Tclin
ethinylestradiol,C[C@]12CC[C@H]3[C@@H](CCC4=C3C=CC(O)=C4)[C@@H]1CC[C@@]2(O)C#C,Sodium-dependent dopamine transporter,Transporter,Q01959,SLC6A3,SC6A3_HUMAN,6.35261703,Ki,Tclin
ethisterone,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@]34C)[C@@H]1CC[C@@]2(O)C#C,Glucocorticoid receptor,Nuclear hormone receptor,P04150,NR3C1,GCR_HUMAN,7.022276395,Ki,Tclin
ethoxzolamide,CCOC1=CC2=C(C=C1)N=C(S2)S(N)(=O)=O,Carbonic anhydrase 2,Enzyme,P00918,CA2,CAH2_HUMAN,9.31,Ki,Tclin
ethoxzolamide,CCOC1=CC2=C(C=C1)N=C(S2)S(N)(=O)=O,Carbonic anhydrase 4,Enzyme,P22748,CA4,CAH4_HUMAN,7.03,Ki,Tclin
ethylestrenol,CC[C@]1(O)CC[C@H]2[C@@H]3CCC4=CCCC[C@@H]4[C@H]3CC[C@]12C,Estrogen receptor,Nuclear hormone receptor,P03372,ESR1,ESR1_HUMAN,6.494850022,Ki,Tclin
etilamfetamine,CCNC(C)CC1=CC=CC=C1,Sigma non-opioid intracellular receptor 1,Membrane receptor,Q99720,SIGMAR1,SGMR1_HUMAN,6.179999828,Ki,Tclin
etomidate,CCOC(=O)C1=CN=CN1[C@H](C)C1=CC=CC=C1,"Cytochrome P450 11B1, mitochondrial",Enzyme,P15538,CYP11B1,C11B1_HUMAN,9.3,IC50,Tclin
everolimus,CO[C@@H]1C[C@H](C[C@@H](C)[C@@H]2CC(=O)[C@H](C)\C=C(C)\[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)\C=C\C=C\C=C(C)\[C@H](C[C@@H]3CC[C@@H](C)[C@@](O)(O3)C(=O)C(=O)N3CCCC[C@H]3C(=O)O2)OC)CC[C@H]1OCCO,Serine/threonine-protein kinase mTOR,Kinase,P42345,MTOR,MTOR_HUMAN,8.7,IC50,Tclin
evocalcet,C[C@@H](N[C@H]1CCN(C1)C1=CC=C(CC(O)=O)C=C1)C1=CC=CC2=CC=CC=C12,Extracellular calcium-sensing receptor,GPCR,P41180,CASR,CASR_HUMAN,7.031517051,EC50,Tclin
fadrozole,N#CC1=CC=C(C=C1)C1CCCC2=CN=CN12,Aromatase,Enzyme,P11511,CYP19A1,CP19A_HUMAN,10.3,Ki,Tclin
fadrozole,N#CC1=CC=C(C=C1)C1CCCC2=CN=CN12,"Cytochrome P450 11B1, mitochondrial",Enzyme,P15538,CYP11B1,C11B1_HUMAN,8.2,IC50,Tclin
felodipine,CCOC(=O)C1=C(C)NC(C)=C(C1C1=C(Cl)C(Cl)=CC=C1)C(=O)OC,Cystic fibrosis transmembrane conductance regulator,Ion channel,P13569,CFTR,CFTR_HUMAN,8.4,Ki,Tclin
femoxetine,COC1=CC=C(OC[C@H]2CN(C)CC[C@@H]2C2=CC=CC=C2)C=C1,Muscarinic acetylcholine receptor M3,GPCR,P20309,CHRM3,ACM3_HUMAN,6.657577319,Ki,Tclin
fenofibrate,CC(C)OC(=O)C(C)(C)OC1=CC=C(C=C1)C(=O)C1=CC=C(Cl)C=C1,Peroxisome proliferator-activated receptor gamma,Nuclear hormone receptor,P37231,PPARG,PPARG_HUMAN,6.24,EC50,Tclin
fesoterodine,CC(C)N(CC[C@H](C1=CC=CC=C1)C1=C(OC(=O)C(C)C)C=CC(CO)=C1)C(C)C,Muscarinic acetylcholine receptor M3,GPCR,P20309,CHRM3,ACM3_HUMAN,6.2706,Ki,Tclin
fimasartan,CCCCC1=NC(C)=C(CC(=S)N(C)C)C(=O)N1CC1=CC=C(C=C1)C1=CC=CC=C1C1=NN=NN1,Type-1 angiotensin II receptor,GPCR,P30556,AGTR1,AGTR1_HUMAN,9.376750946,IC50,Tclin
finasteride,CC(C)(C)NC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4NC(=O)C=C[C@]4(C)[C@H]3CC[C@]12C,3-oxo-5-alpha-steroid 4-dehydrogenase 2,Enzyme,P31213,SRD5A2,S5A2_HUMAN,8.26,IC50,Tclin
floxacillin,CC1=C(C(=O)N[C@H]2[C@H]3SC(C)(C)[C@@H](N3C2=O)C(O)=O)C(=NO1)C1=C(Cl)C=CC=C1F,Androgen receptor,Nuclear hormone receptor,P10275,AR,ANDR_HUMAN,6.25,IC50,Tclin
fludrocortisone acetate,CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]12C,Glucocorticoid receptor,Nuclear hormone receptor,P04150,NR3C1,GCR_HUMAN,8.2,EC50,Tclin
fludroxycortide,CC1(C)O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)CC[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@@]2(O1)C(=O)CO,Glucocorticoid receptor,Nuclear hormone receptor,P04150,NR3C1,GCR_HUMAN,8.694648631,Ki,Tclin
flufenamic acid,OC(=O)C1=C(NC2=CC(=CC=C2)C(F)(F)F)C=CC=C1,Transthyretin,Secreted,P02766,TTR,TTHY_HUMAN,7.25,Kd,Tclin
flumazenil,CCOC(=O)C1=C2CN(C)C(=O)C3=CC(F)=CC=C3N2C=N1,Gamma-aminobutyric acid receptor subunit alpha-1,Ion channel,P14867,GABRA1,GBRA1_HUMAN,8.699999809,Kd,Tclin
flumazenil,CCOC(=O)C1=C2CN(C)C(=O)C3=CC(F)=CC=C3N2C=N1,Gamma-aminobutyric acid receptor subunit alpha-2,Ion channel,P47869,GABRA2,GBRA2_HUMAN,8.239999771,Ki,Tclin
flumazenil,CCOC(=O)C1=C2CN(C)C(=O)C3=CC(F)=CC=C3N2C=N1,Gamma-aminobutyric acid receptor subunit alpha-3,Ion channel,P34903,GABRA3,GBRA3_HUMAN,8.090000153,Ki,Tclin
flumazenil,CCOC(=O)C1=C2CN(C)C(=O)C3=CC(F)=CC=C3N2C=N1,Gamma-aminobutyric acid receptor subunit alpha-5,Ion channel,P31644,GABRA5,GBRA5_HUMAN,9.300000191,Kd,Tclin
flunarizine,FC1=CC=C(C=C1)C(N1CCN(C\C=C\C2=CC=CC=C2)CC1)C1=CC=C(F)C=C1,Muscarinic acetylcholine receptor M3,GPCR,P20309,CHRM3,ACM3_HUMAN,6.504455662,Ki,Tclin
flunarizine,FC1=CC=C(C=C1)C(N1CCN(C\C=C\C2=CC=CC=C2)CC1)C1=CC=C(F)C=C1,Sigma non-opioid intracellular receptor 1,Membrane receptor,Q99720,SIGMAR1,SGMR1_HUMAN,8,Ki,Tclin
flunarizine,FC1=CC=C(C=C1)C(N1CCN(C\C=C\C2=CC=CC=C2)CC1)C1=CC=C(F)C=C1,Sodium channel protein type 1 subunit alpha,Ion channel,P35498,SCN1A,SCN1A_HUMAN,6.2,IC50,Tclin
flunarizine,FC1=CC=C(C=C1)C(N1CCN(C\C=C\C2=CC=CC=C2)CC1)C1=CC=C(F)C=C1,Sodium-dependent dopamine transporter,Transporter,Q01959,SLC6A3,SC6A3_HUMAN,6.333482019,Ki,Tclin
flunarizine,FC1=CC=C(C=C1)C(N1CCN(C\C=C\C2=CC=CC=C2)CC1)C1=CC=C(F)C=C1,Voltage-dependent T-type calcium channel subunit alpha-1G,Ion channel,O43497,CACNA1G,CAC1G_HUMAN,6.28,Kd,Tclin
flunisolide,CC1(C)O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@@]2(O1)C(=O)CO,Glucocorticoid receptor,Nuclear hormone receptor,P04150,NR3C1,GCR_HUMAN,9.1,EC50,Tclin
flunitrazepam,CN1C2=CC=C(C=C2C(=NCC1=O)C1=C(F)C=CC=C1)[N+]([O-])=O,Gamma-aminobutyric acid receptor subunit alpha-1,Ion channel,P14867,GABRA1,GBRA1_HUMAN,8.28,Ki,Tclin
flunitrazepam,CN1C2=CC=C(C=C2C(=NCC1=O)C1=C(F)C=CC=C1)[N+]([O-])=O,Gamma-aminobutyric acid receptor subunit alpha-2,Ion channel,P47869,GABRA2,GBRA2_HUMAN,8.28,Ki,Tclin
flunitrazepam,CN1C2=CC=C(C=C2C(=NCC1=O)C1=C(F)C=CC=C1)[N+]([O-])=O,Gamma-aminobutyric acid receptor subunit alpha-3,Ion channel,P34903,GABRA3,GBRA3_HUMAN,7.8,Ki,Tclin
flunitrazepam,CN1C2=CC=C(C=C2C(=NCC1=O)C1=C(F)C=CC=C1)[N+]([O-])=O,Gamma-aminobutyric acid receptor subunit alpha-5,Ion channel,P31644,GABRA5,GBRA5_HUMAN,8.26,Ki,Tclin
fluocinolone acetonide,CC1(C)O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@@]2(O1)C(=O)CO,Glucocorticoid receptor,Nuclear hormone receptor,P04150,NR3C1,GCR_HUMAN,8.847711656,Ki,Tclin
fluocinonide,CC(=O)OCC(=O)[C@@]12OC(C)(C)O[C@@H]1C[C@H]1[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]21C,Glucocorticoid receptor,Nuclear hormone receptor,P04150,NR3C1,GCR_HUMAN,8.621602099,Ki,Tclin
fluorometholone,C[C@H]1C[C@H]2[C@@H]3CC[C@](O)(C(C)=O)[C@@]3(C)C[C@H](O)[C@]2(F)[C@@]2(C)C=CC(=O)C=C12,Glucocorticoid receptor,Nuclear hormone receptor,P04150,NR3C1,GCR_HUMAN,8.801342913,Ki,Tclin
fluorometholone acetate,C[C@H]1C[C@H]2[C@@H]3CC[C@](OC(C)=O)(C(C)=O)[C@@]3(C)C[C@H](O)[C@]2(F)[C@@]2(C)C=CC(=O)C=C12,Glucocorticoid receptor,Nuclear hormone receptor,P04150,NR3C1,GCR_HUMAN,8.34679985,Ki,Tclin
fluoxetine,CNCCC(OC1=CC=C(C=C1)C(F)(F)F)C1=CC=CC=C1,Sigma non-opioid intracellular receptor 1,Membrane receptor,Q99720,SIGMAR1,SGMR1_HUMAN,6.07,IC50,Tclin
fluoxymesterone,C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]12C,Androgen receptor,Nuclear hormone receptor,P10275,AR,ANDR_HUMAN,8.24,Ki,Tclin
flupentixol,OCCN1CCN(CCC=C2C3=CC=CC=C3SC3=CC=C(C=C23)C(F)(F)F)CC1,Sigma non-opioid intracellular receptor 1,Membrane receptor,Q99720,SIGMAR1,SGMR1_HUMAN,8.65,IC50,Tclin
fluphenazine,OCCN1CCN(CCCN2C3=CC=CC=C3SC3=CC=C(C=C23)C(F)(F)F)CC1,Sigma non-opioid intracellular receptor 1,Membrane receptor,Q99720,SIGMAR1,SGMR1_HUMAN,8.066512712,Ki,Tclin
fluticasone furoate,C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(OC(=O)C1=CC=CO1)C(=O)SCF,Glucocorticoid receptor,Nuclear hormone receptor,P04150,NR3C1,GCR_HUMAN,10.12,IC50,Tclin
fluticasone propionate,CCC(=O)O[C@@]1([C@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]12C)C(=O)SCF,Glucocorticoid receptor,Nuclear hormone receptor,P04150,NR3C1,GCR_HUMAN,10.74,EC50,Tclin
fluticasone propionate,CCC(=O)O[C@@]1([C@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]12C)C(=O)SCF,Progesterone receptor,Nuclear hormone receptor,P06401,PGR,PRGR_HUMAN,9.77,EC50,Tclin
fluvoxamine,COCCCC\C(=N/OCCN)C1=CC=C(C=C1)C(F)(F)F,Sigma non-opioid intracellular receptor 1,Membrane receptor,Q99720,SIGMAR1,SGMR1_HUMAN,7.44,Ki,Tclin
fluvoxamine,COCCCC\C(=N/OCCN)C1=CC=C(C=C1)C(F)(F)F,Sodium-dependent dopamine transporter,Transporter,Q01959,SLC6A3,SC6A3_HUMAN,8.84,Ki,Tclin
formestane,C[C@]12CC[C@H]3[C@@H](CCC4=C(O)C(=O)CC[C@]34C)[C@@H]1CCC2=O,Aromatase,Enzyme,P11511,CYP19A1,CP19A_HUMAN,7.5686,Ki,Tclin
forodesine,OC[C@H]1N[C@H]([C@H](O)[C@@H]1O)C1=CNC2=C1NC=NC2=O,Purine nucleoside phosphorylase,Enzyme,P00491,PNP,PNPH_HUMAN,10.14266777,Ki,Tclin
fosinopril,CCC(=O)O[C@@H](O[P@](=O)(CCCCC1=CC=CC=C1)CC(=O)N1C[C@@H](C[C@H]1C(O)=O)C1CCCCC1)C(C)C,Angiotensin-converting enzyme,Enzyme,P12821,ACE,ACE_HUMAN,9,IC50,Tclin
fulvestrant,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)[C@H](CCCCCCCCCS(=O)CCCC(F)(F)C(F)(F)F)CC1=CC(O)=CC=C31,Estrogen receptor,Nuclear hormone receptor,P03372,ESR1,ESR1_HUMAN,9.62,Ki,Tclin
fulvestrant,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)[C@H](CCCCCCCCCS(=O)CCCC(F)(F)C(F)(F)F)CC1=CC(O)=CC=C31,Estrogen receptor beta,Nuclear hormone receptor,Q92731,ESR2,ESR2_HUMAN,8.74,Ki,Tclin
fulvestrant,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)[C@H](CCCCCCCCCS(=O)CCCC(F)(F)C(F)(F)F)CC1=CC(O)=CC=C31,Progesterone receptor,Nuclear hormone receptor,P06401,PGR,PRGR_HUMAN,9.68,IC50,Tclin
furosemide,NS(=O)(=O)C1=CC(C(O)=O)=C(NCC2=CC=CO2)C=C1Cl,Carbonic anhydrase 2,Enzyme,P00918,CA2,CAH2_HUMAN,7.19,Ki,Tclin
furosemide,NS(=O)(=O)C1=CC(C(O)=O)=C(NCC2=CC=CO2)C=C1Cl,Carbonic anhydrase 4,Enzyme,P22748,CA4,CAH4_HUMAN,6.25,Ki,Tclin
gefitinib,COC1=C(OCCCN2CCOCC2)C=C2C(NC3=CC(Cl)=C(F)C=C3)=NC=NC2=C1,Receptor tyrosine-protein kinase erbB-3,Kinase,P21860,ERBB3,ERBB3_HUMAN,6.1,Kd,Tchem
gefitinib,COC1=C(OCCCN2CCOCC2)C=C2C(NC3=CC(Cl)=C(F)C=C3)=NC=NC2=C1,Serine/threonine-protein kinase Chk2,Kinase,O96017,CHEK2,CHK2_HUMAN,6.1,Kd,Tchem
gefitinib,COC1=C(OCCCN2CCOCC2)C=C2C(NC3=CC(Cl)=C(F)C=C3)=NC=NC2=C1,Tyrosine-protein kinase ABL1,Kinase,P00519,ABL1,ABL1_HUMAN,6.64,Kd,Tclin
gemfibrozil,CC1=CC(OCCCC(C)(C)C(O)=O)=C(C)C=C1,Transthyretin,Secreted,P02766,TTR,TTHY_HUMAN,7,Kd,Tclin
gentian violet,CN(C)C1=CC=C(C=C1)C(C1=CC=C(C=C1)N(C)C)=C1C=CC(C=C1)=[N+](C)C,Muscarinic acetylcholine receptor M3,GPCR,P20309,CHRM3,ACM3_HUMAN,6.037157319,Ki,Tclin
gimeracil,OC1=CC(=O)NC=C1Cl,Dihydropyrimidine dehydrogenase [NADP(+)],Enzyme,Q12882,DPYD,DPYD_HUMAN,6.638272285,Ki,Tclin
glasdegib,CN1CC[C@H](C[C@@H]1C1=NC2=C(N1)C=CC=C2)NC(=O)NC1=CC=C(C=C1)C#N,Smoothened homolog,GPCR,Q99835,SMO,SMO_HUMAN,8.301029996,IC50,Tclin
glutamic acid,N[C@@H](CCC(O)=O)C(O)=O,Glutamate receptor 2,Ion channel,P42262,GRIA2,GRIA2_HUMAN,6.03000021,Ki,Tclin
glutamic acid,N[C@@H](CCC(O)=O)C(O)=O,Glutamate receptor 3,Ion channel,P42263,GRIA3,GRIA3_HUMAN,6.595166283,Ki,Tclin
glutamic acid,N[C@@H](CCC(O)=O)C(O)=O,Glutamate receptor 4,Ion channel,P48058,GRIA4,GRIA4_HUMAN,6.059999943,Ki,Tclin
glycopyrronium bromide,C[N+]1(C)CCC(C1)OC(=O)C(O)(C1CCCC1)C1=CC=CC=C1,Muscarinic acetylcholine receptor M3,GPCR,P20309,CHRM3,ACM3_HUMAN,9.640000343,Ki,Tclin
gonadorelin,CC(C)C[C@H](NC(=O)CNC(=O)[C@H](CC1=CC=C(O)C=C1)NC(=O)[C@H](CO)NC(=O)[C@H](CC1=CNC2=C1C=CC=C2)NC(=O)[C@H](CC1=CNC=N1)NC(=O)[C@@H]1CCC(=O)N1)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N1CCC[C@H]1C(=O)NCC(N)=O,Gonadotropin-releasing hormone receptor,GPCR,P30968,GNRHR,GNRHR_HUMAN,8,IC50,Tclin
gramicidin,(null),Thromboxane-A synthase,Enzyme,P24557,TBXAS1,THAS_HUMAN,6.111259039,IC50,Tchem
halcinonide,CC1(C)O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)CC[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@@]2(O1)C(=O)CCl,Glucocorticoid receptor,Nuclear hormone receptor,P04150,NR3C1,GCR_HUMAN,9.135488919,Ki,Tclin
haloperidol,OC1(CCN(CCCC(=O)C2=CC=C(F)C=C2)CC1)C1=CC=C(Cl)C=C1,"3-beta-hydroxysteroid-Delta(8),Delta(7)-isomerase",Enzyme,Q15125,EBP,EBP_HUMAN,6.72,Ki,Tchem
haloperidol,OC1(CCN(CCCC(=O)C2=CC=C(F)C=C2)CC1)C1=CC=C(Cl)C=C1,Potassium voltage-gated channel subfamily H member 1,Ion channel,O95259,KCNH1,KCNH1_HUMAN,6.2,IC50,Tclin
haloperidol,OC1(CCN(CCCC(=O)C2=CC=C(F)C=C2)CC1)C1=CC=C(Cl)C=C1,Sigma non-opioid intracellular receptor 1,Membrane receptor,Q99720,SIGMAR1,SGMR1_HUMAN,8.92,EC50,Tclin
hesperetin,COC1=C(O)C=C(C=C1)[C@@H]1CC(=O)C2=C(O)C=C(O)C=C2O1,Carbonic anhydrase 4,Enzyme,P22748,CA4,CAH4_HUMAN,6.99,Ki,Tclin
hexachlorophene,OC1=C(Cl)C=C(Cl)C(Cl)=C1CC1=C(Cl)C(Cl)=CC(Cl)=C1O,Estrogen receptor beta,Nuclear hormone receptor,Q92731,ESR2,ESR2_HUMAN,7.010000229,IC50,Tclin
hexachlorophene,OC1=C(Cl)C=C(Cl)C(Cl)=C1CC1=C(Cl)C(Cl)=CC(Cl)=C1O,Mitogen-activated protein kinase 1,Kinase,P28482,MAPK1,MK01_HUMAN,6.707743929,IC50,Tchem
hexamidine,NC(=N)C1=CC=C(OCCCCCCOC2=CC=C(C=C2)C(N)=N)C=C1,Prothrombin,Enzyme,P00734,F2,THRB_HUMAN,6.65,Ki,Tclin
hexestrol,CC[C@@H]([C@@H](CC)C1=CC=C(O)C=C1)C1=CC=C(O)C=C1,Estrogen receptor,Nuclear hormone receptor,P03372,ESR1,ESR1_HUMAN,10.3,Ki,Tclin
hexocyclium,C[N+]1(C)CCN(CC(O)(C2CCCCC2)C2=CC=CC=C2)CC1,Muscarinic acetylcholine receptor M3,GPCR,P20309,CHRM3,ACM3_HUMAN,8.9,Ki,Tclin
homatropine,CN1[C@H]2CC[C@@H]1C[C@@H](C2)OC(=O)C(O)C1=CC=CC=C1,Muscarinic acetylcholine receptor M3,GPCR,P20309,CHRM3,ACM3_HUMAN,7.795880017,Ki,Tclin
hydrocortisone,C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@]34C)[C@@H]1CC[C@]2(O)C(=O)CO,Glucocorticoid receptor,Nuclear hormone receptor,P04150,NR3C1,GCR_HUMAN,8.5,EC50,Tclin
hydroquinone,OC1=CC=C(O)C=C1,Carbonic anhydrase 2,Enzyme,P00918,CA2,CAH2_HUMAN,7.05,Ki,Tclin
hydroxyprogesterone caproate,CCCCCC(=O)O[C@@]1(CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C)C(C)=O,Glucocorticoid receptor,Nuclear hormone receptor,P04150,NR3C1,GCR_HUMAN,7.638272164,Ki,Tclin
hydroxyprogesterone caproate,CCCCCC(=O)O[C@@]1(CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C)C(C)=O,Progesterone receptor,Nuclear hormone receptor,P06401,PGR,PRGR_HUMAN,7.663540363,IC50,Tclin
hyoscyamine,CN1[C@H]2CC[C@@H]1C[C@@H](C2)OC(=O)[C@H](CO)C1=CC=CC=C1,Muscarinic acetylcholine receptor M3,GPCR,P20309,CHRM3,ACM3_HUMAN,9.8,Ki,Tclin
ibrutinib,NC1=C2C(=NC=N1)N(N=C2C1=CC=C(OC2=CC=CC=C2)C=C1)[C@@H]1CCCN(C1)C(=O)C=C,Fibroblast growth factor receptor 2,Kinase,P21802,FGFR2,FGFR2_HUMAN,6.55,IC50,Tclin
ibrutinib,NC1=C2C(=NC=N1)N(N=C2C1=CC=C(OC2=CC=CC=C2)C=C1)[C@@H]1CCCN(C1)C(=O)C=C,Proto-oncogene tyrosine-protein kinase Src,Kinase,P12931,SRC,SRC_HUMAN,7.721246,IC50,Tclin
ibrutinib,NC1=C2C(=NC=N1)N(N=C2C1=CC=C(OC2=CC=CC=C2)C=C1)[C@@H]1CCCN(C1)C(=O)C=C,Proto-oncogene tyrosine-protein kinase receptor Ret,Kinase,P07949,RET,RET_HUMAN,7.43,IC50,Tclin
ibrutinib,NC1=C2C(=NC=N1)N(N=C2C1=CC=C(OC2=CC=CC=C2)C=C1)[C@@H]1CCCN(C1)C(=O)C=C,Receptor tyrosine-protein kinase erbB-2,Kinase,P04626,ERBB2,ERBB2_HUMAN,8.19382,IC50,Tclin
ibrutinib,NC1=C2C(=NC=N1)N(N=C2C1=CC=C(OC2=CC=CC=C2)C=C1)[C@@H]1CCCN(C1)C(=O)C=C,Tyrosine-protein kinase BTK,Kinase,Q06187,BTK,BTK_HUMAN,9.14266777,Ki,Tclin
ibrutinib,NC1=C2C(=NC=N1)N(N=C2C1=CC=C(OC2=CC=CC=C2)C=C1)[C@@H]1CCCN(C1)C(=O)C=C,Tyrosine-protein kinase JAK3,Kinase,P52333,JAK3,JAK3_HUMAN,7.49485,IC50,Tclin
ibudilast,CC(C)C(=O)C1=C2C=CC=CN2N=C1C(C)C,"cAMP-specific 3',5'-cyclic phosphodiesterase 4D",Enzyme,Q08499,PDE4D,PDE4D_HUMAN,6.78,IC50,Tclin
idelalisib,CC[C@H](NC1=NC=NC2=C1NC=N2)C1=NC2=C(C(F)=CC=C2)C(=O)N1C1=CC=CC=C1,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform",Kinase,P42336,PIK3CA,PK3CA_HUMAN,6.086185932,IC50,Tclin
idelalisib,CC[C@H](NC1=NC=NC2=C1NC=N2)C1=NC2=C(C(F)=CC=C2)C(=O)N1C1=CC=CC=C1,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit delta isoform",Kinase,O00329,PIK3CD,PK3CD_HUMAN,8.602060318,IC50,Tclin
ifenprodil,CC(C(O)C1=CC=C(O)C=C1)N1CCC(CC2=CC=CC=C2)CC1,Sigma non-opioid intracellular receptor 1,Membrane receptor,Q99720,SIGMAR1,SGMR1_HUMAN,8.41,IC50,Tclin
iloperidone,COC1=C(OCCCN2CCC(CC2)C2=NOC3=CC(F)=CC=C23)C=CC(=C1)C(C)=O,Sigma non-opioid intracellular receptor 1,Membrane receptor,Q99720,SIGMAR1,SGMR1_HUMAN,7.19,IC50,Tclin
imatinib,CN1CCN(CC2=CC=C(C=C2)C(=O)NC2=CC=C(C)C(NC3=NC=CC(=N3)C3=CN=CC=C3)=C2)CC1,Carbonic anhydrase 2,Enzyme,P00918,CA2,CAH2_HUMAN,7.52,Ki,Tclin
imatinib,CN1CCN(CC2=CC=C(C=C2)C(=O)NC2=CC=C(C)C(NC3=NC=CC(=N3)C3=CN=CC=C3)=C2)CC1,Discoidin domain-containing receptor 2,Kinase,Q16832,DDR2,DDR2_HUMAN,7.82,Kd,Tchem
imatinib,CN1CCN(CC2=CC=C(C=C2)C(=O)NC2=CC=C(C)C(NC3=NC=CC(=N3)C3=CN=CC=C3)=C2)CC1,Macrophage colony-stimulating factor 1 receptor,Kinase,P07333,CSF1R,CSF1R_HUMAN,7.96,Kd,Tclin
imatinib,CN1CCN(CC2=CC=C(C=C2)C(=O)NC2=CC=C(C)C(NC3=NC=CC(=N3)C3=CN=CC=C3)=C2)CC1,Mast/stem cell growth factor receptor Kit,Kinase,P10721,KIT,KIT_HUMAN,7.89,Kd,Tclin
imatinib,CN1CCN(CC2=CC=C(C=C2)C(=O)NC2=CC=C(C)C(NC3=NC=CC(=N3)C3=CN=CC=C3)=C2)CC1,Platelet-derived growth factor receptor beta,Kinase,P09619,PDGFRB,PGFRB_HUMAN,7.85,Kd,Tclin
imatinib,CN1CCN(CC2=CC=C(C=C2)C(=O)NC2=CC=C(C)C(NC3=NC=CC(=N3)C3=CN=CC=C3)=C2)CC1,Thromboxane-A synthase,Enzyme,P24557,TBXAS1,THAS_HUMAN,6.70333481,IC50,Tchem
imatinib,CN1CCN(CC2=CC=C(C=C2)C(=O)NC2=CC=C(C)C(NC3=NC=CC(=N3)C3=CN=CC=C3)=C2)CC1,Tyrosine-protein kinase ABL1,Kinase,P00519,ABL1,ABL1_HUMAN,8.96,Kd,Tclin
imidafenacin,CC1=NC=CN1CCC(C(N)=O)(C1=CC=CC=C1)C1=CC=CC=C1,Muscarinic acetylcholine receptor M3,GPCR,P20309,CHRM3,ACM3_HUMAN,9.498940468,Kb,Tclin
imipramine,CN(C)CCCN1C2=CC=CC=C2CCC2=C1C=CC=C2,Muscarinic acetylcholine receptor M3,GPCR,P20309,CHRM3,ACM3_HUMAN,7.2218,Ki,Tclin
imipramine,CN(C)CCCN1C2=CC=CC=C2CCC2=C1C=CC=C2,Sigma non-opioid intracellular receptor 1,Membrane receptor,Q99720,SIGMAR1,SGMR1_HUMAN,6.284,Ki,Tclin
indapamide,CC1CC2=C(C=CC=C2)N1NC(=O)C1=CC(=C(Cl)C=C1)S(N)(=O)=O,Carbonic anhydrase 2,Enzyme,P00918,CA2,CAH2_HUMAN,6.7,Kd,Tclin
indapamide,CC1CC2=C(C=CC=C2)N1NC(=O)C1=CC(=C(Cl)C=C1)S(N)(=O)=O,Carbonic anhydrase 4,Enzyme,P22748,CA4,CAH4_HUMAN,6.67,Ki,Tclin
indinavir,CC(C)(C)NC(=O)[C@@H]1CN(CC2=CN=CC=C2)CCN1C[C@@H](O)C[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H]1[C@H](O)CC2=C1C=CC=C2,Cytochrome P450 3A4,Enzyme,P08684,CYP3A4,CP3A4_HUMAN,6.397940009,IC50,Tclin
