Gene Symbol,pHI
NCK2,0.69777
ITSN2,0.69774
CIRH1A,0.42738
CRIP3,0.06108
BORA,0.69733
CDC20,0.23263
NARS,0.69692
LAPTM4A,0.69687
ZNF202,0.69679
MYD88,0.25067
WIPI1,0.64214
C15orf41,0.69658
FAM175B,0.69648
CRADD,0.69642
SHROOM3,0.6964
XKR4,0.69624
MB21D2,0.6962
SLC16A14,0.39725
ELN,0.69605
NOL9,0.56552
RABL3,0.46347
RFFL,0.49828
ASPH,0.69552
SLC10A7,0.53384
SEMA3C,0.69506
TMEM65,0.5479
RRP12,0.49865
EXOSC10,0.50516
SUPV3L1,0.62275
SLC2A4,0.30634
KIAA1549L,0.69493
DLAT,0.69493
EPHA3,0.69483
AMOTL1,0.69477
LAMA4,0.69465
FRMD3,0.69464
ERCC1,0.37027
CASC3,0.69442
ACOT7,0.69428
RUNDC3B,0.32612
ARHGEF19,0.30711
YDJC,0.18553
INVS,0.69399
SH3D19,0.69393
PEBP1,0.69385
DNAJC1,0.69369
SLC25A36,0.69362
ZNF142,0.23353
RNF130,0.53372
LDHD,0.3305
TMEM104,0.38021
ENDOG,0.10872
KLHL28,0.63966
BBS1,0.20022
CPSF2,0.55412
EIF6,0.34962
TCIRG1,0.13668
MAN2A2,0.52942
CKM,0.37798
ASB6,0.24936
NOL12,0.25977
PARP14,0.69243
CORO6,0.22419
TACC1,0.69229
BLM,0.69195
SYNE1,0.69172
ARPC5L,0.53527
SLC46A1,0.32324
KLHDC8A,0.21297
SNIP1,0.69142
PAX3,0.63449
ATL2,0.69089
TMEM101,0.28993
RHEBL1,0.09442
NIPAL3,0.43893
SLC43A2,0.54047
CSTF2T,0.69049
DGKQ,0.45314
TPST2,0.69037
TFIP11,0.56371
HMCN1,0.69028
ZMAT5,0.24189
SYTL1,0.17466
HAPLN4,0.12577
C1QBP,0.47151
ITIH3,0.17984
ACTR10,0.69007
ZNF398,0.69002
PFDN2,0.59206
CHCHD3,0.68987
SLC39A6,0.59607
CNNM1,0.52225
TIE1,0.3476
FAM222A,0.68952
NFRKB,0.68952
CXCR5,0.36915
PPP1R16A,0.36332
PTDSS2,0.42339
OAT,0.68923
ARL2,0.186
WBP2,0.42427
CEBPG,0.68907
CERS5,0.38287
ZNF91,0.68905
DHX32,0.68902
NDUFV1,0.15242
SLC25A4,0.68893
ATP6V1C1,0.59103
CKS1B,0.35315
DDHD2,0.39868
RPGRIP1L,0.68854
SEZ6L,0.68837
MAB21L1,0.22087
KLK11,0.2154
EBNA1BP2,0.27052
ZFAT,0.68801
GTF2E2,0.68801
FAM84B,0.68799
GUK1,0.27185
RYBP,0.68786
FNDC5,0.39201
FAM78B,0.43335
TK1,0.50358
COL18A1,0.68748
SCARB2,0.37693
FGG,0.48634
BOLA1,0.14639
HSPA2,0.31594
LGALS3BP,0.68725
AIM1L,0.26049
SLC50A1,0.17821
ENO1,0.6869
FABP3,0.44165
GCGR,0.12248
COX6B1,0.23361
KIAA0226,0.6866
NCOA4,0.62285
MPP2,0.32083
PALM,0.68635
TTK,0.68606
ATOH8,0.68582
CD79B,0.68558
BRK1,0.59837
ALG12,0.31478
FHDC1,0.68502
SNRPA,0.30469
ATP11A,0.67728
INHBE,0.03276
STK35,0.68466
SYNJ2,0.6846
KIAA0020,0.68456
SH2B2,0.36521
MCCC1,0.68446
CHCHD10,0.13315
TMEM183A,0.67075
GPC1,0.50105
RNF112,0.3044
RP11-302B13.5,0.1605
SLC52A2,0.13099
MAMDC4,0.12134
LEPROTL1,0.6837
NPC2,0.40527
MVK,0.37677
AHCY,0.47082
SH3BP5,0.68292
EFR3A,0.68274
JUND,0.68266
PAPPA2,0.68262
DAP3,0.42031
RHOBTB3,0.68241
ARFRP1,0.21004
TSSK6,0.17488
TFAM,0.6821
PARN,0.68205
SIRT2,0.39532
ACKR3,0.68198
PPP5D1,0.11182
TLCD1,0.13383
RNPEPL1,0.28763
BTBD9,0.60164
N4BP2L2,0.68125
UQCRC1,0.3818
FOXA2,0.68121
ZC2HC1A,0.6809
KDM1B,0.68083
ASPG,0.21751
GOLM1,0.6808
SHROOM1,0.27862
FAM46C,0.68074
MRPL12,0.41259
RGS17,0.68046
MCM4,0.68032
PLA2G4A,0.62853
TNFSF10,0.68025
CDCA5,0.1469
CRTAM,0.12434
KANK1,0.67977
NEK1,0.67965
PPM1F,0.46744
DCAF17,0.45657
MBP,0.67947
TAX1BP3,0.45334
ZFYVE20,0.62926
SLC38A4,0.67931
KRT13,0.29539
UGP2,0.54153
RBL1,0.54106
RIMBP2,0.67855
RAB4A,0.67854
EFNA4,0.16694
KIAA1462,0.67841
TNFRSF25,0.36112
EEF1E1,0.67837
PHKG2,0.23845
TFPI,0.67831
TBCD,0.56203
KIAA1279,0.67819
ATP6V0E1,0.67809
CCDC149,0.67808
UBE2J1,0.67808
UBXN1,0.6696
MRVI1,0.67761
BTRC,0.48114
SDC3,0.67739
FAM3C,0.67733
ZDHHC3,0.38284
NKPD1,0.12269
GDAP1L1,0.43022
RAPGEF3,0.30208
GNB5,0.3332
HIST1H2BC,0.11633
PTPN5,0.36554
TINAGL1,0.44567
COL5A3,0.67655
B4GALT1,0.47111
CCDC117,0.6765
SIX3,0.67003
CD248,0.16835
COG4,0.46948
HIST2H2BE,0.33756
PTGES2,0.21315
RNF14,0.39749
SHC3,0.63827
ANKRD33B,0.67596
NSG2,0.67595
GCM1,0.67592
EVI5,0.53656
KCNK2,0.59594
GPD2,0.6758
EFS,0.23659
FILIP1,0.67577
GGCX,0.33873
TMEM56,0.37905
PGAM5,0.32508
TWF1,0.67567
CACNG4,0.38964
CCNT1,0.67556
CDH12,0.67551
ATPAF1,0.5427
LHFPL4,0.42249
ZNF628,0.34636
COQ9,0.1493
DCBLD2,0.67506
WARS,0.6681
LPIN2,0.67501
COL6A2,0.67489
CDKN1B,0.67481
RNF215,0.20333
MIDN,0.49097
PNPLA8,0.67451
SBSN,0.23299
FBXL4,0.67431
SPRY1,0.6743
CMTM4,0.44367
CCDC25,0.50588
KIAA0754,0.33413
DERL1,0.67376
CHTF8,0.53079
SCYL3,0.65839
ZKSCAN5,0.27987
CXCR4,0.67354
SEMA5B,0.37682
BSDC1,0.40411
COL9A3,0.67336
ARPC1B,0.25789
PLCE1,0.67324
NDUFS4,0.67323
NINJ1,0.21799
ACAT2,0.38357
ZBTB8OS,0.67308
DBT,0.46616
SEC23A,0.67299
ITGB4,0.57148
CALB1,0.33892
C6orf211,0.67271
COL14A1,0.6724
ZFYVE16,0.67234
SDCCAG8,0.67228
NBEAL1,0.67221
GNPTAB,0.67218
PTPN3,0.67204
OLA1,0.59367
PSD3,0.67193
ATP6V0A2,0.4462
C11orf57,0.60824
CTSC,0.67171
SLC25A51,0.3802
CTDP1,0.67155
UNC5C,0.67141
VPS36,0.63458
PSKH1,0.4308
PABPC1L,0.22527
CEP104,0.44595
LSS,0.48057
CRBN,0.67079
C10orf118,0.67073
SGSM1,0.46248
SHMT1,0.35455
PDIA6,0.6515
RTTN,0.67061
DZIP3,0.5897
LHX9,0.67053
DUOX1,0.61977
ACSL5,0.67039
ZNF248,0.67036
SLC39A14,0.58884
TMBIM1,0.21117
SOCS2,0.67018
VWC2,0.66118
BOC,0.67007
WDR3,0.59343
DDOST,0.32913
NPR3,0.66996
PRPF18,0.66985
CDKN2C,0.66977
YIPF2,0.22756
FBXO44,0.18541
PERP,0.66948
SP9,0.24383
AMFR,0.37359
RTN3,0.34695
TMOD3,0.66905
SNRNP25,0.15342
PIK3CG,0.66895
CNIH3,0.66888
LIN7C,0.66884
NPAS4,0.50358
ATCAY,0.60154
FAM117B,0.42561
FAM160A1,0.66865
CDC42SE2,0.6686
MIP,0.04755
AKAP12,0.66854
MKS1,0.32078
EIF3K,0.31863
TMEM229B,0.23333
DLD,0.64949
DHX34,0.37471
MEGF6,0.15441
TMEM163,0.29992
PNO1,0.66795
NDUFS1,0.44686
CDH1,0.66776
IFFO1,0.18154
HSF5,0.58203
OPN5,0.6674
ADAM8,0.37055
PCCA,0.6671
C10orf112,0.66694
PPAP2A,0.66693
CYB561A3,0.31459
DALRD3,0.11718
PTPDC1,0.66665
DENND2A,0.66662
STARD7,0.66655
MED30,0.66648
TXNL4A,0.40353
MGAT4A,0.27054
NAPG,0.66612
RPS6KC1,0.66594
SERINC3,0.66587
CCDC112,0.66579
CCDC28B,0.0594
TMEM107,0.04128
MNX1,0.66552
PTPLB,0.44336
IQSEC3,0.66542
ITGA4,0.46997
SLC26A6,0.19358
LRRC49,0.62529
SSFA2,0.66506
CD79A,0.3793
TRAK2,0.66469
DCLRE1A,0.66466
PEAR1,0.26534
TFAP2E,0.15686
GPR68,0.18692
MLX,0.26956
GALNT2,0.66445
MKNK1,0.34951
FHOD3,0.66439
PHF13,0.65473
GKAP1,0.66435
CDR2L,0.52426
DDX31,0.51465
KIAA1191,0.40127
EHD3,0.66364
LIME1,0.13321
KIAA1715,0.66359
KCNAB3,0.10572
SYT9,0.48403
TMPO,0.66325
SEC24D,0.66323
KIF20B,0.66319
CDC42SE1,0.26123
MAF,0.66309
MKX,0.66302
ZNF287,0.66295
PSAT1,0.52654
GNS,0.66281
CDH23,0.3224
KCNC2,0.66277
RASD1,0.25981
TMEM2,0.66268
SLC20A1,0.62031
ARHGEF4,0.27262
GAREM,0.66207
TRMT13,0.49402
NUP37,0.66191
CABP7,0.16478
ACOT8,0.17856
CLMN,0.66177
URI1,0.66164
WDR60,0.66163
PPP1R1A,0.27521
FKBP15,0.66161
ZNF346,0.45958
LGR5,0.66147
CDKN1C,0.66141
GAMT,0.15534
WDR92,0.41893
HPCAL4,0.07536
USP53,0.66087
VAMP4,0.66085
PLCL1,0.63325
IL7,0.66075
SEPT2,0.56172
SLC23A1,0.26119
PLEKHM2,0.24439
NLN,0.51756
TRPC4,0.65991
UBE2V1,0.38898
GRIK1,0.35451
AASDHPPT,0.6597
ZFYVE26,0.62028
ZNF624,0.65953
LPL,0.65944
ZNF574,0.3591
TRAIP,0.25985
AXIN1,0.65907
SYNGR1,0.57711
HSF4,0.17377
UBL5,0.206
NTRK1,0.11514
LMAN1L,0.13341
HAMP,0.09126
JMJD7,0.32428
NGLY1,0.65803
LIMD1,0.65801
PFDN1,0.65797
CSAD,0.29152
IFRD1,0.65779
POMT1,0.24937
HOXA3,0.65757
P2RY1,0.30702
ATAD1,0.57204
TMEM33,0.65734
TMEM38A,0.15137
TNFSF8,0.65729
PRADC1,0.21785
TMEM110,0.36109
LRPPRC,0.65726
NME1,0.29304
FAM63A,0.17121
WDR83,0.15983
SLC12A7,0.56704
BBS7,0.40126
ACTG2,0.57239
LRRC73,0.14687
SKOR2,0.65682
ACTR6,0.51593
ATP6V1H,0.65672
KIAA1199,0.51049
TLR4,0.65647
PKDCC,0.65613
DNAJB4,0.65605
TNFAIP8,0.65605
ADCY6,0.6554
LDHA,0.65585
LNX2,0.41231
ERLEC1,0.65538
CTTNBP2,0.65535
NPR1,0.50739
ARHGAP18,0.65521
PIGS,0.32201
PPP3CC,0.65514
SLC9A3R1,0.30109
RIPK1,0.6551
BEND4,0.65509
TNFRSF11A,0.655
ANXA6,0.40525
WDR75,0.63158
IL1R1,0.65479
STXBP2,0.40984
RIPK4,0.65472
CRIP2,0.27121
STOM,0.50915
GFM1,0.65449
LRRC39,0.35213
IQCJ-SCHIP1,0.58666
LRP3,0.37235
FAM105B,0.65431
WDHD1,0.62871
CASR,0.29849
RHBDD3,0.28455
ADAMTSL4,0.12145
FAM120B,0.65372
EPHA6,0.65369
NSA2,0.30253
NDC80,0.65369
FARP1,0.65353
RGS3,0.65338
CHCHD7,0.20978
MAN2B1,0.17514
DYNC2H1,0.64676
OSMR,0.65312
WT1,0.65303
MFF,0.65301
ALPL,0.37835
ATP6V1D,0.54969
UNC5CL,0.22438
SCN3B,0.25733
COX7C,0.65292
TBC1D12,0.65289
PIGT,0.41166
TAF15,0.65272
LRRFIP2,0.6527
N4BP2,0.65254
CPS1,0.57954
ESRRG,0.65246
TMOD1,0.56239
GSDMD,0.15682
TMEM120B,0.46702
PLEKHG1,0.65204
ANAPC10,0.48719
FLRT3,0.5841
MBOAT1,0.65185
FERMT3,0.22575
MPPED1,0.20752
PIDD,0.31592
ELK4,0.65157
BOD1,0.65145
RINT1,0.4544
FYB,0.65143
ACBD4,0.24389
NTN5,0.15736
RNF115,0.49218
ADSL,0.53443
SLC2A12,0.65105
PDP1,0.65105
TOMM34,0.20241
LMOD1,0.65089
DRD1,0.64061
PPP1R2,0.65066
TMEM123,0.65059
SYCP1,0.65052
MANF,0.19451
NADK,0.22725
ZNF593,0.0635
GPRIN1,0.61448
CWC25,0.31416
KPNA5,0.51168
AGPAT5,0.64975
PDIA4,0.64957
ZNF469,0.64956
NODAL,0.64939
DBNDD2,0.4205
KIAA0930,0.26216
IDNK,0.64909
KBTBD4,0.31317
COL15A1,0.64901
PFKFB2,0.41638
CCDC102A,0.32133
ATP2A1,0.5248
STARD9,0.64868
PLLP,0.24975
RP11-268J15.5,0.19702
C19orf47,0.35997
TMEM256,0.08182
FLAD1,0.35521
STARD3NL,0.64831
SPPL2A,0.64831
PAG1,0.55865
PAX1,0.6482
NYAP2,0.6481
LIN28A,0.1371
RIOK3,0.64796
CMYA5,0.25984
SASS6,0.37609
BCL2L11,0.64757
ATG14,0.64743
TBC1D10C,0.25312
ST3GAL2,0.5757
ZNF576,0.17745
RCL1,0.64719
ZIC5,0.6471
MEST,0.6471
ANTXR2,0.64688
CNPY2,0.39396
LMBRD1,0.64679
TGFA,0.64677
SEPT1,0.09802
SALL3,0.64654
RP11-1070N10.3,0.12482
TPI1,0.31207
TBC1D15,0.64605
NEK8,0.19232
SPEF1,0.10244
EPHA5,0.64593
PCSK6,0.64573
TTLL7,0.60544
PRR5L,0.6456
CAPN5,0.32338
FAIM2,0.30328
PTCHD2,0.41266
E2F6,0.64522
ZFP64,0.64518
ZBTB8B,0.12134
PSMD8,0.32426
GPC5,0.64494
KLHL10,0.43145
BRCA2,0.64486
IFNGR1,0.64483
ST6GALNAC4,0.14467
GAS1,0.6437
RAD54B,0.28523
RHBDL3,0.31795
RASL10B,0.1478
TMC6,0.63771
AMPH,0.51747
UBTD1,0.64265
RNFT2,0.22382
GTF2F2,0.42709
ENTPD6,0.36129
WDR91,0.43079
CARD14,0.30607
KIAA1211L,0.64196
EIF3M,0.64184
TADA1,0.56589
HBS1L,0.64171
TMEM129,0.21571
UBXN6,0.24516
PLS1,0.6416
NOL11,0.64137
CCBL1,0.27329
LAMB3,0.64136
C1QTNF4,0.14098
C6orf132,0.64094
ISM1,0.64086
KCNN4,0.53516
HAUS5,0.22844
AUH,0.64079
UQCC2,0.37706
ALDH1A2,0.64072
COMMD6,0.6407
SMAP2,0.42843
ORC4,0.64061
TM2D1,0.64057
NCAN,0.24797
SAMM50,0.46614
VASH2,0.6405
RP11-73M18.2,0.26823
SLC7A8,0.40362
GRIK4,0.5773
CEP290,0.64009
TPCN2,0.3412
FAM63B,0.63999
HOXA11,0.63997
TSKU,0.6399
C12orf66,0.63986
CHKA,0.5464
ADAMTS5,0.63974
EXD2,0.63974
SDHD,0.63972
QTRT1,0.38259
RAB37,0.08773
EXD3,0.31287
NBN,0.63906
MED22,0.22387
M6PR,0.55416
HNF4A,0.29625
RNF169,0.52196
KIAA2026,0.63883
VPS37D,0.2799
SUSD4,0.32424
IRGQ,0.33948
ZNF329,0.18026
LMBR1L,0.21888
NDUFC2,0.63817
DNTTIP2,0.63806
NCAPD3,0.6379
SUPT7L,0.33053
ELP2,0.56743
ASAP3,0.63777
PPA1,0.6377
RRP1B,0.61024
FAM20B,0.53219
TTC8,0.63757
SH2D3A,0.27856
RNF144B,0.63732
ZNF771,0.15832
FBXO9,0.5772
TCAIM,0.46523
PRRT3,0.24069
CERCAM,0.51955
SLC44A2,0.34063
FZD6,0.63685
LIPE,0.57839
GLE1,0.40039
GOPC,0.54673
ASPHD1,0.36385
AIM1,0.6364
DIMT1,0.63611
PROB1,0.25536
PHRF1,0.63552
TTPAL,0.3143
MCCC2,0.63543
TBC1D32,0.63542
TUBGCP2,0.52313
CLDN15,0.09876
SCNN1A,0.63518
HHATL,0.32206
TUBGCP5,0.63475
PSMD5,0.63472
CCDC88C,0.63467
SEMA3D,0.63448
POLR3G,0.28977
NIT1,0.11515
PRMT3,0.63438
COQ10A,0.13413
RAD17,0.58294
LYPD5,0.12158
CD97,0.28621
FAM172A,0.63419
SCNN1B,0.63404
GEMIN7,0.3493
BAK1,0.21257
FBRSL1,0.63361
CD9,0.6336
SYT4,0.63357
CTNNAL1,0.63357
XBP1,0.63338
ANKRD26,0.63318
COG2,0.56489
FHL2,0.63316
SNRPB2,0.63313
CLDND1,0.63299
PDCD11,0.43667
HELQ,0.58166
NIPA1,0.47403
KIAA1731,0.63234
NKX2-5,0.63226
RNF122,0.63222
LSM4,0.19268
LSG1,0.63209
ASPM,0.63207
TSEN54,0.21596
PRDM15,0.63183
ULK2,0.63179
TAF6L,0.37107
LANCL2,0.63166
ZNF691,0.40068
ZNF232,0.18931
GRID2IP,0.48849
AIDA,0.63143
PTPRR,0.37687
GNG2,0.25399
MMD,0.63115
TSSC1,0.63114
BYSL,0.36982
RP11-598P20.5,0.53724
EMILIN2,0.63096
ATRIP,0.32317
TWIST2,0.63092
MOGS,0.31837
MAPK12,0.3806
AIP,0.228
CCPG1,0.63038
SCRN2,0.11468
EIF2AK2,0.59848
DCP1B,0.63016
PPP1R9A,0.63006
MIS18BP1,0.63001
MAP1LC3A,0.21839
CNST,0.62987
VWDE,0.62984
PRKAR2A,0.62951
IGSF9,0.41689
DUSP5,0.49311
PCYT1A,0.59424
RRNAD1,0.25527
NID2,0.6291
CCSAP,0.42889
SMARCAL1,0.62904
TNS4,0.35118
ATP13A2,0.25389
HSPB8,0.62882
RNF157,0.30395
SLC24A1,0.62872
PDE9A,0.62867
NUDT22,0.07845
PRKAB2,0.62858
DPYD,0.6285
ZFAND2B,0.2119
SNX18,0.50607
POLR3A,0.62822
ANAPC15,0.27697
GLTP,0.57771
PRDX5,0.14473
TUSC3,0.6279
THAP1,0.6279
SNX4,0.59999
RNF13,0.62769
DSCC1,0.49046
MEF2BNB,0.17191
ANPEP,0.29078
SLC25A46,0.62748
BMF,0.27339
FAM53C,0.38206
HAUS4,0.30907
STOML1,0.1994
PHKB,0.62674
ZSCAN25,0.39061
SPHK2,0.18361
IDH1,0.6264
C4orf29,0.29312
PPP1R13L,0.51126
ZBTB7C,0.62627
MYOF,0.62611
TMCC2,0.55295
VTA1,0.62586
STARD5,0.23846
STAB1,0.31869
LRP11,0.62571
LMAN1,0.62562
CD200,0.62561
CIB2,0.22576
DARS2,0.55808
ARTN,0.08135
HSD17B12,0.62522
RP11-468E2.2,0.065
CNKSR3,0.62473
GLO1,0.62469
NHP2,0.37586
PREX2,0.62459
SP100,0.62454
PNPO,0.23323
ARSG,0.41348
PLEKHD1,0.25833
CARS,0.62433
THAP4,0.62424
PLEKHA3,0.45668
NFXL1,0.62413
SIM2,0.4918
MEX3D,0.6237
ZNF48,0.16905
CHN1,0.62346
STARD10,0.33764
C5orf30,0.62336
TUT1,0.36285
HCK,0.32504
RIOK2,0.62324
RMDN3,0.39231
CNTN3,0.62301
ARL6IP1,0.37458
TIMP4,0.62291
MARCH1,0.48195
TMEM168,0.62269
DIRC2,0.37998
ATMIN,0.62245
COL13A1,0.2293
SLC2A6,0.20252
CEP120,0.62228
C3orf58,0.62227
UNC50,0.26019
ESD,0.62222
PRKD1,0.62221
COX6A1P2,0.39153
ARID3B,0.62214
GNA15,0.30781
PHF10,0.62204
TJP2,0.622
SMIM4,0.13187
COPG2,0.62199
RABAC1,0.20389
HDDC3,0.08189
PAQR9,0.16556
UBE2S,0.35226
GATA4,0.62138
AK4,0.62138
LMX1B,0.62136
SPRR3,0.17528
TFRC,0.62133
TEAD4,0.62129
FAM204A,0.62128
CST6,0.14098
DNMBP,0.62123
TNNC2,0.204
DNAI1,0.13932
NOG,0.45621
TARS,0.62102
ZCRB1,0.46843
NACAD,0.621
PGGT1B,0.57269
FAM102B,0.25878
AP3S1,0.37446
MCM9,0.62082
MFSD6,0.62052
AP002884.3,0.38216
FUT1,0.15274
C14orf93,0.37275
PSD4,0.50758
EIF2B5,0.62018
RP11-426L16.10,0.09348
RGMB,0.61999
SNAI1,0.42966
TGDS,0.61977
SLC12A1,0.25627
CRB3,0.43618
MRE11A,0.61954
MCUR1,0.61949
VGLL4,0.61949
GLRA1,0.39007
PEX5,0.54739
MTMR2,0.61912
PITX3,0.3261
POLR3E,0.61886
XPC,0.61885
RASGEF1C,0.22847
UBAC2,0.52999
SLC30A6,0.61868
OGDHL,0.21284
TESK2,0.25348
LPIN1,0.61839
GLRB,0.61831
DACT1,0.61824
NPEPL1,0.33966
HCRT,0.06529
DSC2,0.6181
GTF3C4,0.61805
KLF2,0.48009
PDLIM7,0.5677
OTUD7B,0.60397
ENTPD1,0.38899
ISY1-RAB43,0.61602
GNPNAT1,0.31268
IL17RC,0.61784
PHLPP2,0.61777
ASIC3,0.14956
CCNH,0.61747
TCEB2,0.15491
PDE3A,0.61739
ENPP1,0.61738
TPRN,0.17853
TUBGCP6,0.3366
LMBR1,0.61717
GPD1L,0.61715
SOD1,0.61714
SOD2,0.61713
SERP2,0.61705
AC135178.1,0.28275
RNF146,0.61686
CLSPN,0.48122
ZFYVE28,0.59908
PHOX2B,0.61645
SYT12,0.16856
TELO2,0.24577
HADHB,0.40445
OTOF,0.17621
IRF3,0.20218
RPS20,0.61604
TMEM173,0.19084
RFX5,0.36861
THOC6,0.33529
SPTLC3,0.61555
ATF3,0.40585
VWA9,0.4934
KIAA0895,0.52703
SLC25A37,0.58146
ZBTB14,0.56431
ELP3,0.56027
CWC27,0.47107
MACC1,0.6149
CX3CL1,0.61486
GSKIP,0.61482
THEM6,0.25032
MKI67,0.61472
C11orf80,0.19236
NUP210L,0.30885
AHI1,0.61454
CD72,0.18424
MSANTD3-TMEFF1,0.39509
TPPP3,0.30318
LCP1,0.57815
KCNH8,0.61392
ADAMTS15,0.61389
SHARPIN,0.18879
AGGF1,0.61358
PHOSPHO1,0.18054
GNB3,0.24749
CMTM3,0.1006
MRPL39,0.61339
PACSIN2,0.61331
PPIF,0.26488
SPNS2,0.3845
HTR2A,0.61311
PIH1D1,0.25879
RNF166,0.16983
VKORC1,0.24967
MPP7,0.61291
WDR55,0.20852
DCTN3,0.07173
COX6A2,0.17453
CNTNAP2,0.61268
ELP5,0.25407
PRSS36,0.11961
TMEM161B,0.6124
ZNF341,0.2113
DEDD2,0.28282
NFKBIE,0.35982
ABLIM2,0.61171
GORASP1,0.3344
ADAMTSL1,0.61152
THSD4,0.61135
MYRIP,0.49438
POU6F2,0.61118
INPP5B,0.31373
OSCAR,0.09296
RP11-105C20.2,0.61076
UNC5B,0.45049
USP40,0.61067
POGLUT1,0.41394
FAM65C,0.61066
GNL3,0.31326
TGIF2-C20orf24,0.38689
C7orf26,0.6101
EXT2,0.60987
ILK,0.41932
SPATA7,0.60983
TMBIM6,0.53836
PLXDC1,0.31784
LMO1,0.60962
DENND1C,0.44645
POLR2M,0.6096
GPR116,0.6094
GPT2,0.60918
INSIG2,0.60918
OGFR,0.3039
GRIN3A,0.60887
GCHFR,0.08843
TNNI2,0.35848
ITGB1BP1,0.60849
KATNA1,0.48568
CDC14A,0.60823
LAMB2,0.28496
DIS3,0.60797
DUSP12,0.1896
GNG12,0.60771
CTTNBP2NL,0.60763
CC2D2A,0.60759
MYO15A,0.17423
SNN,0.17094
ABCB9,0.42963
COG1,0.60704
MRPL42,0.60696
NKIRAS2,0.13332
XKR7,0.39284
RNF24,0.35926
CKS2,0.53592
C12orf4,0.60655
HPS5,0.5847
AIFM2,0.26705
STX10,0.20964
C10orf12,0.50666
ADAMTS3,0.60602
DUT,0.6057
CD74,0.45574
TJAP1,0.42329
FGB,0.60567
SYCE2,0.19572
IPCEF1,0.60565
ENOX1,0.60554
RBP5,0.11899
ZNF805,0.3481
PARD3B,0.60501
GXYLT1,0.60497
MYLPF,0.20446
IRF5,0.27397
COBL,0.60484
TRUB1,0.60479
OTUD1,0.60457
THOC7,0.5064
BRF1,0.60446
GABRA5,0.60443
LUZP1,0.60434
DCTN6,0.60434
SCNN1D,0.0998
FAM211A,0.60408
GSS,0.40364
OBSL1,0.37495
LTB4R2,0.06938
ITFG2,0.44561
OVOL1,0.30403
FAM83B,0.60346
ERMP1,0.60336
PPP1R3E,0.14476
RP11-574K11.31,0.26514
P2RX7,0.25693
TBC1D2,0.60313
TMEM30A,0.60289
MAB21L2,0.60288
PPM1J,0.14388
CABLES2,0.33134
NAA40,0.18518
STX18,0.60241
IRX1,0.60234
LRRC57,0.33924
TIMM9,0.49656
ABCB8,0.33126
CAPN2,0.60183
ETAA1,0.60157
IFT122,0.47232
RAB43,0.31724
CHST1,0.55545
PRUNE,0.29915
BNIP2,0.60129
C1QTNF1,0.60124
ICA1,0.60123
ITPRIPL2,0.49461
TLR9,0.1578
GATM,0.60103
ZFP36,0.601
KIN,0.60098
HSPB2,0.10608
GHITM,0.60092
MED20,0.2846
L3MBTL1,0.45012
KCNA6,0.41476
RILPL1,0.60054
ATG7,0.60053
HORMAD1,0.44771
PLA2G6,0.25814
EBAG9,0.59997
MAST2,0.59992
PHACTR1,0.59975
EFCAB7,0.17134
TMOD2,0.56822
GPR155,0.45256
TDRD9,0.35211
ERCC4,0.59925
ITGB2,0.42862
PWP1,0.57002
TAGLN,0.38128
ZMAT3,0.59882
C22orf15,0.08396
APOB,0.59867
ABCA5,0.59858
SDF2,0.22506
GSAP,0.59838
TTC26,0.33468
SERTAD4,0.59833
CCNB1,0.59832
FOXA1,0.59815
DAK,0.25014
ST7L,0.43664
PIP5KL1,0.13599
NAT14,0.08949
ZC3HC1,0.53054
BOLA3,0.28589
TBL3,0.15714
GADD45G,0.47391
PYGM,0.18392
VWC2L,0.40845
PARD6G,0.59713
SYT17,0.43857
ASCL1,0.59689
C2CD2,0.59672
ZNF569,0.19893
ARPC3,0.59631
C1orf198,0.59623
GPN3,0.43855
TBC1D8,0.49772
RPN2,0.56852
KCNH5,0.59592
ARMC6,0.19621
SMG9,0.31925
GABPB2,0.26448
HIST3H2A,0.46771
LONP2,0.59536
COX10,0.59532
RPL37A,0.59517
FOXN1,0.59504
CDC26,0.50568
DRAM1,0.59485
FLVCR1,0.59478
EIF2B1,0.3188
SCMH1,0.59473
RRM2B,0.59465
TMEM204,0.57399
EPB41L5,0.59442
KIAA1009,0.59426
NXT1,0.4368
ST3GAL3,0.3131
POLK,0.59421
F3,0.5942
PTRF,0.51047
WSCD2,0.56315
LY6E,0.15108
AL590822.1,0.06764
SSH1,0.59387
OMA1,0.59384
CDC123,0.59374
TGM2,0.59373
RBM24,0.59371
MED8,0.1525
P4HTM,0.27431
TMEM117,0.59348
SOX21,0.56363
hsa-mir-1199,0.18911
COL4A3,0.5932
ADAMTS16,0.59314
CCDC159,0.16529
DNAJC9,0.43455
VWCE,0.26477
SCN4A,0.5927
CSF3R,0.22994
CLCC1,0.23778
SDS,0.18843
FBXL6,0.06534
WDR59,0.57781
VRK2,0.59223
STK10,0.50606
MSX2,0.59209
UAP1L1,0.27331
MMS22L,0.59201
C2CD4D,0.07685
ICK,0.48826
MARCH3,0.59177
COL9A2,0.33723
RP11-432B6.3,0.59168
KLF10,0.59164
SNRNP48,0.44578
AP4B1,0.28237
WNT8B,0.13519
FBXO34,0.59052
FTH1,0.59046
PRR5,0.46231
TFB1M,0.59024
BARHL2,0.59023
FAM110A,0.5594
ABCC1,0.59019
KIAA1984,0.28201
BIRC3,0.59006
CYP2E1,0.24221
EXOC4,0.58994
